video_name,cause_text,emotion_text,timestamp_range
10-076.mp4,"I got, which was my boyfriend, torn going to be this middle age, like, 60-year-old woman.",Oh!,"00:49:51,199 --> 00:50:07,199"
11-001.mp4,I invested in vitamin water a company sold a Coca-Cola,"Did pretty well, but you made was at a hundred million. They're pretty good","00:08:57,000 --> 00:09:05,680"
11-002.mp4,"Did pretty well, but you made was at a hundred million. They're pretty good",That's incredible is it and it's a true now that you're gonna bring out your own range of condoms,"00:09:01,280 --> 00:09:13,199"
11-003.mp4,The only jobs that are really commercials. I just thank God,My I made my yearly nut this year on a practical girlie which is for driver China and it's,"00:13:16,440 --> 00:13:27,080"
12-001.mp4,But I have a 10 month old son.,"So, it still works.","00:01:00,000 --> 00:01:03,000"
12-002.mp4,I had an injury.,I got a rubber stuck on my nose.,"00:02:21,000 --> 00:02:23,000"
12-007.mp4,Stop kicking me under the table.,And I've got my hair in his foot.,"00:04:00,000 --> 00:04:05,000"
12-009.mp4,Did you see how politely though we handled that?,"Oh, that's so good.","00:06:36,000 --> 00:06:43,000"
12-010.mp4,"Oh, my God.",It's my favorite.,"00:06:46,000 --> 00:06:48,000"
12-011.mp4,"And I had chosen a day when all of a sudden, randomly,",Oh!,"00:09:01,000 --> 00:09:05,000"
12-012.mp4,Arnold Schwarzenegger walked into the gym that I was doing.,Oh!,"00:09:01,000 --> 00:09:05,000"
12-013.mp4,"But I have to know that Cameron, you were very excited to see Sir David.","I am so excited. I am, yes.","00:10:33,000 --> 00:10:39,000"
12-014.mp4,"But I have to know that Cameron, you were very excited to see Sir David.","I am so excited. I am, yes.","00:10:33,000 --> 00:10:39,000"
13-002.mp4,And I opened up my mouth to pretend to catch the ball.,It was amazing.,"00:02:40,639 --> 00:02:49,039"
13-006.mp4,"Now, that'd be nice if you'd visit us round for Christmas.",I love it.,"00:05:04,399 --> 00:05:17,199"
13-009.mp4,"is fine, but, except, it's much more unpleasant than it was when I moved in, obviously,",because I've been living there.,"00:07:17,199 --> 00:07:23,199"
13-011.mp4,You've done a lot of work.,"Oh, my god.","00:09:38,200 --> 00:09:43,200"
13-012.mp4,You've done a lot of work.,I've done a lot of work.,"00:09:40,200 --> 00:09:51,200"
13-013.mp4,I'll give a thousand pounds to charity if you do a car wheel.,Oh.,"00:10:29,200 --> 00:11:17,200"
13-014.mp4,I think it's possible.,You've made me believe.,"00:12:43,200 --> 00:12:48,200"
13-015.mp4,"You and Matt Damon, very excited to see you.",Lucky me.,"00:13:12,200 --> 00:13:16,200"
13-016.mp4,"You and Matt Damon, very excited to see you.",Lucky me.,"00:13:27,200 --> 00:13:30,200"
14-001.mp4,"And then all of a sudden he burst out and said, Harry Potter.",So funny.,"00:00:35,840 --> 00:00:47,799"
14-002.mp4,I'm kidding.,That's great.,"00:01:20,560 --> 00:01:23,079"
14-003.mp4,I'm kidding.,That's great.,"00:01:20,560 --> 00:01:23,079"
14-023.mp4,"And it's justified, you know, because I've always been the potter.","So I've always been the one going, no, that goes there and that's please, love me.","00:05:15,160 --> 00:05:20,160"
14-025.mp4,"I don't want to be the nutter on stage, she's going,",I can only eat blue ones.,"00:05:49,160 --> 00:05:53,160"
14-027.mp4,With the hidden pattern.,Oh!,"00:08:28,160 --> 00:08:32,160"
14-028.mp4,Tell you what day to wear them on!,Yes!,"00:08:44,159 --> 00:08:48,159"
14-029.mp4,Tell you what day to wear them on!,Yes!,"00:08:44,159 --> 00:08:48,159"
14-030.mp4,"One of his visuals of his mother is like walking up with sandals, skirt, topless, bedded snake and bloody machete.",And a smile.,"00:11:31,159 --> 00:11:41,159"
14-031.mp4,"One of his visuals of his mother is like walking up with sandals, skirt, topless, bedded snake and bloody machete.",And a smile.,"00:11:31,159 --> 00:11:41,159"
14-032.mp4,We had long red dress with that white face.,She looked like a ketchup bottle.,"00:15:20,159 --> 00:15:25,159"
14-033.mp4,"Hey, I got you the tickets you wanted!","Oh my god, really?! I'm so happy!","00:00:07,500 --> 00:00:12,500"
14-034.mp4,"Hey, I got you the tickets you wanted!",I can't believe it! We're going to see them live!,"00:00:07,500 --> 00:00:18,000"
14-035.mp4,"Hey, I got you the tickets you wanted!",This is the best surprise ever! Thank you!,"00:00:07,500 --> 00:00:22,000"
14-036.mp4,"Hey, I got you the tickets you wanted!",You are the best! I love you so much!,"00:00:07,500 --> 00:00:38,000"
14-037.mp4,Let's go grab some dinner!,That sounds amazing! I'm so excited!,"00:00:45,000 --> 00:00:52,000"
15-001.mp4,And you carried that whole movie.,"Oh, fantastic.","00:00:34,679 --> 00:00:40,000"
15-002.mp4,is convincing people to come do movies with me,that they don't know if they should do or not.,"00:01:59,439 --> 00:02:04,280"
15-003.mp4,I was back there freaking out. You're like the first person who said it perfectly.,Amazing. 15 years and then you came along.,"00:03:35,359 --> 00:03:46,319"
15-004.mp4,I was back there freaking out. You're like the first person who said it perfectly.,Amazing. 15 years and then you came along.,"00:03:35,359 --> 00:03:46,319"
15-005.mp4,"Now, we're delighted you're here for all sorts of reasons.",I'm so happy to be here. I'm a huge fan.,"00:05:18,280 --> 00:05:23,160"
15-007.mp4,"Now, we're delighted you're here for all sorts of reasons.",I'm so happy to be here. I'm a huge fan.,"00:05:18,280 --> 00:05:23,160"
15-008.mp4,You look divine.,"Yes, good one.","00:05:41,160 --> 00:06:16,360"
15-009.mp4,Amazing.,I like borrowing them a lot.,"00:06:25,560 --> 00:06:39,560"
15-010.mp4,You must have enjoyed all of that.,"Oh, we loved it.","00:07:15,159 --> 00:07:18,159"
15-011.mp4,I thought you were in a Ferrera Roshe.,It's...,"00:07:29,159 --> 00:07:33,159"
15-012.mp4,It's...,It's extraordinary.,"00:07:32,159 --> 00:07:35,159"
15-016.mp4,"Of course, if you're not opening your mum's a cleaner,",somebody's got to clean up after you.,"00:10:25,159 --> 00:10:29,159"
16-014.mp4,And look at this picture.,How fabulous.,"00:03:41,120 --> 00:03:43,479"
16-015.mp4,And look at this picture.,How fabulous.,"00:03:39,479 --> 00:03:42,479"
16-016.mp4,You were quite high up on that list.,"Oh, no!","00:04:52,599 --> 00:04:59,279"
16-017.mp4,And may I shaving?,"Oh, come on. That's delicious.","00:05:12,760 --> 00:05:17,680"
16-018.mp4,But it got raw.,It's so good.,"00:07:14,000 --> 00:07:16,319"
16-019.mp4,but this is what you're talking about.,"Oh, I love it!","00:09:06,080 --> 00:09:10,400"
16-020.mp4,"I see mango, I want you and your name.",I love it!,"00:09:25,920 --> 00:09:29,919"
16-021.mp4,"I see mango, I want you and your name.",I love it!,"00:09:23,920 --> 00:09:29,919"
16-022.mp4,That is lovely.,I love it.,"00:10:34,919 --> 00:10:42,919"
16-023.mp4,There's Kelly.,Hello.,"00:11:37,919 --> 00:11:40,919"
16-024.mp4,That is lovely.,I love it.,"00:10:34,919 --> 00:10:42,919"
16-025.mp4,"Now, it's Kelly's here.",I love Kelly.,"00:11:35,919 --> 00:11:40,919"
16-026.mp4,that it's a water and liquid proof.,Oh!,"00:14:11,919 --> 00:14:23,919"
16-027.mp4,that it's a water and liquid proof.,Oh!,"00:14:11,919 --> 00:14:23,919"
16-028.mp4,that it's a water and liquid proof.,Oh!,"00:14:11,919 --> 00:14:26,919"
16-029.mp4,that it's a water and liquid proof.,Oh!,"00:14:11,919 --> 00:14:29,919"
16-030.mp4,"It's not a free barbell, apparently.",All right.,"00:14:39,919 --> 00:14:46,919"
16-031.mp4,It's also dust and micro particle proof.,All right.,"00:14:39,919 --> 00:14:46,919"
16-032.mp4,"to shock an impact, Neil.",Wow.,"00:14:56,919 --> 00:15:15,919"
17-001.mp4,"All right. Did you know it was illegal to laugh loudly in Hawaii? Yeah, you got to keep a low-haw.",That's good.,"00:01:31,040 --> 00:01:46,040"
17-002.mp4,"Yeah, you got to keep a low-haw.",That's good.,"00:01:36,040 --> 00:01:46,040"
17-003.mp4,Congratulations.,"Thank you, man.","00:02:38,039 --> 00:02:40,039"
17-004.mp4,They rock with it?,You passed the test and you're like...,"00:04:34,039 --> 00:04:37,039"
17-005.mp4,They both were a little rocky.,That's why you were a community.,"00:06:06,040 --> 00:06:11,040"
17-006.mp4,They both were a little rocky.,That's why you were a community.,"00:06:06,040 --> 00:06:11,040"
17-007.mp4,Yeah.,I just really wanted to take for it.,"00:06:16,040 --> 00:06:19,040"
17-008.mp4,She said it still had a little crack in it.,You got it.,"00:06:53,040 --> 00:06:58,040"
17-009.mp4,She said it still had a little crack in it.,You got it.,"00:06:53,040 --> 00:06:58,040"
17-010.mp4,You literally are one of the greatest storytellers of our time and for you to take the stuff that we have known for and your stand up and hearing all these amazing stories and now,"Thank you, man.","00:09:23,759 --> 00:09:37,159"
17-011.mp4,"Ireland, it's Dublin.",You're a comedic genius.,"00:10:23,759 --> 00:10:36,000"
17-012.mp4,"Ireland, it's Dublin.",You're a comedic genius.,"00:10:23,759 --> 00:10:36,000"
17-013.mp4,Because he wanted some cold cuts.,"Yeah, that's good.","00:11:53,399 --> 00:11:57,399"
17-014.mp4,"No, I'm not laughing, Nick, because it was stupid.",Okay?,"00:13:59,399 --> 00:14:02,399"
17-015.mp4,You got the good delivery of jokes going land.,"Oh, wow.","00:14:15,399 --> 00:14:21,399"
17-016.mp4,You didn't know that?,I did not.,"00:15:01,399 --> 00:15:03,399"
17-017.mp4,You can go up your ass with saying that.,It's amazing.,"00:17:22,280 --> 00:17:34,280"
17-018.mp4,It's amazing.,A Dion Cole.,"00:17:31,280 --> 00:17:35,720"
17-019.mp4,I'm going to do one more.,"Oh Nick, this is crazy.","00:19:08,680 --> 00:19:17,680"
17-020.mp4,My little boy is growing up.,"Get ready to be amazed by your boy, little kid.","00:20:40,680 --> 00:20:44,680"
18-001.mp4,"Well, luckily I saved the best for last. Since Amy's a neuroscientist, I did some research and found out that Santiago Ramón y Cajal, the father of modern neuroscience, did lots of hand drawings of brain cells.",And I managed to find this signed print.,"00:02:14,079 --> 00:02:30,080"
18-002.mp4,And I managed to find this signed print.,Wow.,"00:02:25,080 --> 00:02:32,080"
18-003.mp4,And I managed to find this signed print.,"Oh, this is truly remarkable.","00:02:25,080 --> 00:02:35,080"
18-004.mp4,We're having a texting date.,I love that.,"00:03:42,080 --> 00:03:50,080"
18-005.mp4,Are you saying that you want me to be Professor Proton?,"Oh, my! What an honor.","00:04:39,079 --> 00:04:47,079"
18-006.mp4,And there's my phone number.,This is the most beautiful gift you could have ever given me.,"00:09:05,080 --> 00:09:13,080"
18-007.mp4,And there's my phone number.,This is the most beautiful gift you could have ever given me.,"00:09:05,080 --> 00:09:13,080"
18-008.mp4,Professor Proton said I should call him Arthur. That means we're friends.,Professor Proton said I should call him Arthur. That means we're friends.,"00:11:30,080 --> 00:11:34,080"
18-009.mp4,"Yes, and I have a surprise for you.","Well hello, Prince Charming.","00:18:25,079 --> 00:18:34,079"
18-010.mp4,"Yes, and I have a surprise for you.","Well hello, Prince Charming.","00:18:25,079 --> 00:18:34,079"
18-011.mp4,I love you.,I love you too.,"00:22:43,079 --> 00:22:47,079"
18-012.mp4,"All right, it's just a heart shape lock with a picture of Leonard's face and he got them all on clearance.",I love you.,"00:22:36,079 --> 00:22:44,079"
18-013.mp4,No even better than money you gained experience points.,More potion please.,"00:25:12,079 --> 00:25:19,079"
18-014.mp4,You and your colleagues are doing remarkable research and you deserve the money.,Oh.,"00:26:36,079 --> 00:26:42,079"
18-015.mp4,Oh don't say that. You're a very attractive woman.,Oh please.,"00:27:01,079 --> 00:27:06,079"
18-016.mp4,No it's true.,Well aren't you sweet.,"00:27:05,079 --> 00:27:07,079"
18-017.mp4,So many.,Oh.,"00:27:46,079 --> 00:27:48,079"
18-018.mp4,Oh don't say that. You're a very attractive woman.,Well aren't you sweet.,"00:27:01,079 --> 00:27:07,079"
18-019.mp4,I know things haven't been perfect with us and we've had our problems but I just have to tell you from the moment I read.,Yes I will marry you.,"00:29:54,079 --> 00:30:14,079"
18-020.mp4,Yes I will marry you.,You will? You will?,"00:30:12,079 --> 00:30:15,079"
18-021.mp4,You will? You will?,I will.,"00:30:14,079 --> 00:30:16,079"
18-022.mp4,I will.,I will.,"00:30:15,079 --> 00:30:19,079"
18-023.mp4,I will.,I love you so much.,"00:30:18,079 --> 00:30:20,079"
18-024.mp4,I love you so much.,I'm so excited.,"00:30:19,079 --> 00:30:25,079"
18-025.mp4,Congratulations.,I'm so excited.,"00:30:21,079 --> 00:30:25,079"
18-026.mp4,Transitional quadrilateral to triangular testellation.,That's brilliant.,"00:33:39,079 --> 00:33:47,079"
18-027.mp4,Tell Bernadette to tell Priya that I'm on my way to Prague,to shoot a movie with Angelina Jolie.,"00:34:51,079 --> 00:34:57,079"
18-028.mp4,I'm not going to help you. This is hilarious.,Hi.,"00:35:48,079 --> 00:36:28,079"
18-029.mp4,Bernadette and I are getting married.,"Oh my gosh, Ma.","00:38:36,079 --> 00:38:59,079"
18-030.mp4,Bernadette and I are getting married.,"Oh my gosh, Ma.","00:38:36,079 --> 00:38:59,079"
18-031.mp4,"Oh, wow, good job.",I think you'll be surprised.,"00:44:57,079 --> 00:45:13,079"
18-032.mp4,"Using Photoshop, I've introduced a few anachronisms.",Bazinga!,"00:46:13,079 --> 00:46:36,079"
18-033.mp4,Surprise.,"Man, what an unexpected pleasure.","00:48:52,079 --> 00:48:57,079"
18-034.mp4,Surprise.,"Man, what an unexpected pleasure.","00:48:52,079 --> 00:48:57,079"
18-035.mp4,"Joy, this is Leonard, Leonard, this is Joy.",Hi.,"00:50:34,079 --> 00:50:37,079"
18-036.mp4,"Yeah, it's really Krav Magal, lots of fun.",Whoa!,"00:50:55,079 --> 00:51:07,079"
18-037.mp4,Whoa!,"Yep, it is.","00:51:06,079 --> 00:51:30,079"
18-038.mp4,"Should be, it's $30 a pound.",73!,"00:51:20,079 --> 00:51:31,079"
18-039.mp4,"Okay, well, I guess we're having a slumber party.",Pillow fight!,"00:52:18,079 --> 00:52:26,079"
18-040.mp4,"and Amy Farah Fowler, here and after known as the girlfriend.",It's so romantic.,"00:52:46,079 --> 00:52:55,079"
18-041.mp4,"That's okay, you can just sleep here.","Oh, good, a slumber party.","00:51:46,079 --> 00:51:50,079"
18-042.mp4,"Okay, well, I guess we're having a slumber party.",Pillow fight!,"00:52:18,079 --> 00:52:26,079"
18-043.mp4,These things happen. They happen to everybody.,"Oh my God, you are amazing.","00:53:58,079 --> 00:54:04,079"
18-044.mp4,It's me.,"Yes, it is, and you're so pretty in the morning.","00:54:49,079 --> 00:54:55,079"
18-045.mp4,These things happen. They happen to everybody.,"Oh my God, you are amazing.","00:53:58,079 --> 00:54:04,079"
18-046.mp4,"Yeah, my ringtone, kind of my favorite song, Rocket Man.",I am... I'm lovable.,"00:57:53,079 --> 00:58:15,079"
19-001.mp4,This is so messed up.,I know. I'm having the best time.,"00:01:54,639 --> 00:02:00,119"
19-002.mp4,This is so messed up.,I know. I'm having the best time.,"00:01:54,639 --> 00:02:00,119"
19-003.mp4,"Oh, it's beautiful.",The girls really did a nice job.,"00:03:32,919 --> 00:03:37,759"
19-006.mp4,My white conquantization paper is online already.,The response has been amazing.,"00:05:06,560 --> 00:05:11,600"
19-017.mp4,under the terms of the relationship agreement.,That's so hot.,"00:08:45,439 --> 00:08:50,199"
19-027.mp4,"In fact, animals don't trust me because I smell like nothing.",Yet.,"00:10:51,519 --> 00:10:56,519"
19-034.mp4,"That's a joke, because the pregnancy test says I'm...",It's incredible.,"00:15:13,480 --> 00:15:21,480"
19-035.mp4,It's incredible.,We're gonna be parents?,"00:15:19,480 --> 00:15:23,480"
19-036.mp4,He is.,Do we name him?,"00:17:41,480 --> 00:17:45,480"
19-037.mp4,"Amy, if you want to be my girlfriend again, I really want to be your boyfriend.",I really want that too.,"00:19:53,480 --> 00:20:01,480"
19-038.mp4,"Amy, if you want to be my girlfriend again, I really want to be your boyfriend.",I really want that too.,"00:19:53,480 --> 00:20:01,480"
19-039.mp4,Good. Because I love you.,I love you too.,"00:20:01,480 --> 00:20:10,480"
19-040.mp4,I made cookies in the shape of male genitals.,Whoa!,"00:21:53,480 --> 00:22:01,480"
19-041.mp4,"My most treasured is an autographed napkin,",given to me by my very thoughtful friend Penny.,"00:23:33,519 --> 00:23:37,519"
19-042.mp4,Will you marry me?,Oh.,"00:28:45,519 --> 00:28:51,519"
19-043.mp4,"Well, you have me.",Oh.,"00:28:25,519 --> 00:28:51,519"
19-044.mp4,You want to come with me?,Really?,"00:31:39,519 --> 00:31:47,519"
19-045.mp4,You want to come with me?,Really?,"00:31:39,519 --> 00:31:47,519"
19-046.mp4,"Oh, that's clever.","Oh, yes, Leonard. Yes, it was.","00:34:47,519 --> 00:35:17,519"
19-047.mp4,I slipped them in there earlier today.,"Oh, look, see? Even I'm a winner.","00:35:30,519 --> 00:35:48,519"
19-048.mp4,Happy Star Wars Day!,Wow!,"00:38:05,519 --> 00:38:08,519"
19-049.mp4,A death star cake!,We were hoping it might cheer you up.,"00:38:08,519 --> 00:38:12,519"
19-050.mp4,Happy Star Wars Day!,Wow!,"00:38:05,519 --> 00:38:08,519"
19-051.mp4,A death star cake!,We were hoping it might cheer you up.,"00:38:08,519 --> 00:38:12,519"
19-052.mp4,"Sorry, I'm late. I wanted to swing by the lab and pick up some even cooler tools for us to use.",I didn't know you were coming again.,"00:38:31,519 --> 00:38:38,519"
19-053.mp4,Here's some silver or crucible and an unsettling torch to melt it down.,"Ooh, that looks like fun.","00:38:52,519 --> 00:38:58,519"
19-054.mp4,I take it back. That was funny.,The philosopher Henri Bergsson says it's funny when a human being behaves like an object.,"00:39:32,519 --> 00:39:43,519"
19-055.mp4,You got your job back.,That is great news.,"00:42:59,519 --> 00:43:04,519"
19-056.mp4,You got your job back. That is great news.,"I didn't want to say anything, but you are making the right choice.","00:42:59,519 --> 00:43:04,519"
2-001.mp4,You're in it! You're in it!,You're on the poster!,"00:00:08,000 --> 00:00:12,000"
2-002.mp4,Ryan got that on tape.,This is a great part for Ryan Gosling.,"00:01:38,000 --> 00:01:46,000"
2-004.mp4,"No, I thought...",But I love you too.,"00:02:29,000 --> 00:02:31,000"
2-005.mp4,But I love you too.,Wow.,"00:02:30,000 --> 00:02:32,000"
2-006.mp4,I love Graham.,No!,"00:02:42,000 --> 00:02:52,000"
2-007.mp4,"I kind of believe he was English, because his accent was so flawless and get out.","And I was like, oh my god.","00:03:31,000 --> 00:03:35,000"
2-008.mp4,because his accent was so flawless and get out.,"And I was like, oh my god.","00:03:31,000 --> 00:03:35,000"
2-009.mp4,I met Denzel.,Ooh.,"00:03:49,000 --> 00:03:51,000"
2-010.mp4,"And then he goes, come meet Oprah.","And then I was like, oh, come meet Oprah.","00:04:14,000 --> 00:04:19,000"
2-011.mp4,I loved the Lion King when I was younger,Look at her face. She's so sweet.,"00:05:26,000 --> 00:05:40,000"
2-012.mp4,And this bloke shout's out me.,"And I said, well, you're a f***er.","00:07:30,000 --> 00:07:44,000"
2-013.mp4,And this bloke shout's out me.,"And I said, well, you're a f***er.","00:07:30,000 --> 00:07:44,000"
2-023.mp4,"They gave me that red volume, which is beautiful.","And with my last day in Hobbitin, it was pretty magical.","00:14:22,000 --> 00:14:30,000"
2-024.mp4,"And with my last day in Hobbitin, it was pretty magical.",It was amazing.,"00:14:27,000 --> 00:14:32,000"
2-025.mp4,And then it's since been a tourist attraction.,Wow.,"00:14:59,000 --> 00:15:41,000"
2-026.mp4,Wow.,Hobbitin.,"00:15:39,000 --> 00:15:43,000"
20-001.mp4,"Oh, good.",I'm back up to eight.,"00:00:31,940 --> 00:00:35,179"
20-002.mp4,"Fine, I'll publish.",This is fun.,"00:01:07,900 --> 00:01:11,900"
20-003.mp4,Isn't that Professor Proton?,"Oh, yeah.","00:02:21,900 --> 00:02:25,379"
20-004.mp4,"Oh, yeah.",Oh.,"00:02:24,180 --> 00:02:26,579"
