timestamp_range,cause_text,emotion_text
"00:51:59,519 --> 00:52:02,519",Oh!,There we go!
"00:52:00,519 --> 00:52:03,519",There we go!,Oh!
"00:51:51,519 --> 00:51:57,519",that Robin Williams comes and touches it.,Well!
"00:51:55,519 --> 00:51:58,519",Well!,Oh!
"00:52:24,519 --> 00:52:26,519",I did.,Oh!
"00:52:25,519 --> 00:52:28,519",Oh!,Wow!
"00:52:26,519 --> 00:52:29,519",Wow!,Wow!
"00:52:28,519 --> 00:52:30,519",Wow!,Wow!
"00:52:29,519 --> 00:52:31,519",Wow!,Wow!
"00:53:00,519 --> 00:53:05,519",to like the fantastic Mr. Robin Williams.,Oh!
"00:53:00,519 --> 00:53:05,519",to like the fantastic Mr. Robin Williams.,Oh!
"00:53:55,519 --> 00:54:02,519","Well, you must roll in surr circles.","Oh, sir."
"00:55:02,519 --> 00:55:06,519",It's a Tower Bar.,Yeah!
"00:55:54,519 --> 00:56:32,519","I was driving a battered old Ford,",Wow.
"00:56:30,519 --> 00:56:32,519",Drive this.,Wow.
"00:56:30,519 --> 00:56:32,519",Drive this.,Wow.
"00:57:20,519 --> 00:57:31,519",Five minutes go by and into the restaurant walks a ringo star.,"Oh, they were at the same table."
