video_name,cause_text,emotion_text,timestamp_range
26-052.mp4,I broke up with a girl who wanted to go to the gym together. I just couldn't see us working out.,What's cute?,"00:16:26,360 --> 00:16:37,360"
26-055.mp4,Not me.,"You got the my daughter, Wendy!","00:17:19,359 --> 00:17:25,359"
26-058.mp4,LAUGHTER,"That was a good joke, Kaded.","00:17:35,359 --> 00:17:39,359"
26-061.mp4,Ravagy.,Yeah!,"00:17:49,359 --> 00:17:55,359"
26-063.mp4,"No, I was so good.",Yeah!,"00:18:31,359 --> 00:18:35,359"
26-065.mp4,"No, I was so good.",Yeah!,"00:18:31,359 --> 00:18:35,359"
27-001.mp4,You made it!,That's awesome!,"00:00:22,519 --> 00:00:24,199"
27-002.mp4,You finally made it.,That's awesome!,"00:00:22,519 --> 00:00:25,199"
27-003.mp4,"Yeah, glad to finally be here.",I'm so excited to be here too.,"00:00:46,200 --> 00:00:52,200"
27-004.mp4,Why is parking a car like finding a girlfriend?,So you just stick it in the disabled one and hope no one finds out. Ah!,"00:02:24,199 --> 00:02:36,199"
27-005.mp4,Why is parking a car like finding a girlfriend?,Ah!,"00:02:24,199 --> 00:02:36,199"
27-006.mp4,What do you call a guy with no arms? And no legs and sits at your front door?,Matt.,"00:03:45,199 --> 00:03:53,199"
27-007.mp4,How do you get Pikachu on a bus?,I'm a smiling.,"00:04:31,199 --> 00:04:41,199"
27-008.mp4,You poke him on.,I'm a smiling.,"00:04:33,199 --> 00:04:41,199"
27-009.mp4,You're gonna laugh.,I think it's a laugh that is making me laugh.,"00:07:24,199 --> 00:07:31,599"
27-010.mp4,Got him.,That's a cool one.,"00:07:31,599 --> 00:07:36,599"
27-011.mp4,What do you get when you cross Timmy and a disco ball?,A shimmy.,"00:09:24,600 --> 00:09:28,600"
27-012.mp4,They both love Kinder.,Love that.,"00:10:53,600 --> 00:11:03,600"
27-013.mp4,It wasn't an elevator.,Nice.,"00:11:49,600 --> 00:11:59,600"
27-014.mp4,What is her son Mavin Laden's favorite drink?,"Oh, that's right.","00:13:25,600 --> 00:13:35,600"
27-015.mp4,"You're lovely, Jimmy.","Oh my god, Jimmy.","00:14:29,600 --> 00:14:33,600"
27-016.mp4,Special forces.,"Okay, well I laughed at the start.","00:15:35,600 --> 00:16:09,600"
27-017.mp4,"Hey, I'm Rory Lowe and I'm a comedian.",Oh my god.,"00:16:27,600 --> 00:16:31,600"
28-001.mp4,Because parrots eat a ball.,Ha ha!,"00:01:23,799 --> 00:01:28,760"
28-002.mp4,"No, I did it! I did it!",She is to your face.,"00:02:23,319 --> 00:02:30,319"
28-003.mp4,"No, I did it! I did it!",Cool.,"00:02:23,319 --> 00:02:50,319"
28-004.mp4,"Me, apparently.",That is so funny.,"00:03:58,319 --> 00:04:03,319"
28-005.mp4,"Me, apparently.",That is so funny.,"00:03:58,319 --> 00:04:03,319"
28-006.mp4,To get to the idiot's house.,Who's there?,"00:04:37,319 --> 00:04:44,319"
28-007.mp4,Who's there?,You're an idiot.,"00:04:43,319 --> 00:04:50,319"
28-008.mp4,This is so bad.,I loved it.,"00:05:00,319 --> 00:05:02,319"
28-009.mp4,This is so bad.,I loved it.,"00:05:00,319 --> 00:05:02,319"
28-010.mp4,That was great.,Thank you.,"00:05:41,319 --> 00:05:43,319"
28-011.mp4,I said the same thing.,That was so funny.,"00:06:29,319 --> 00:06:34,319"
28-012.mp4,"Yeah, we both laughed.",Everyone had a great time.,"00:06:53,319 --> 00:06:59,319"
28-013.mp4,And there was a Joyce occasion.,Everyone had a great time.,"00:06:56,319 --> 00:06:59,319"
28-014.mp4,We did it.,We did it.,"00:09:24,320 --> 00:09:28,320"
28-015.mp4,This is great content guys.,We're going great.,"00:12:37,320 --> 00:12:43,320"
28-016.mp4,That socked.,That's way better.,"00:14:55,320 --> 00:15:08,320"
28-017.mp4,"That was good, Matt. That was great.","Thank you, Seth. I love you.","00:15:06,320 --> 00:15:10,320"
28-018.mp4,God bless America.,Awesome.,"00:17:34,319 --> 00:17:40,319"
28-019.mp4,God bless America.,Awesome.,"00:17:33,319 --> 00:17:40,319"
29-001.mp4,Rory who sucks.,That's it.,"00:06:55,920 --> 00:07:00,920"
29-002.mp4,That's good. Thank you.,"Okay, we're going to play.","00:06:46,920 --> 00:06:50,920"
29-003.mp4,One gives me a foot long and the other gives me only six inches.,I'm laughing and fucking packed with that.,"00:08:23,920 --> 00:08:45,920"
29-004.mp4,He's really blowing up on the music scene.,"Oh, my God.","00:10:25,919 --> 00:10:55,919"
29-005.mp4,I got to go backstage. And he's a really cool guy.,He actually gave me a jumper that he made himself. I was so impressed.,"00:13:27,919 --> 00:13:34,919"
29-006.mp4,"And he says, oh babe, let's put the conflict back in the pack-in.","Oh, okay, that was good.","00:15:37,919 --> 00:15:51,919"
29-007.mp4,what do you call a dinosaur that crashes a bus?,This is funny.,"00:18:36,920 --> 00:18:55,920"
30-001.mp4,Have you heard of the new Russian movie streaming service?,Nyetflix.,"00:01:01,199 --> 00:01:08,200"
30-002.mp4,"So technically, Mary had a little Lamb.",That was really good.,"00:02:17,199 --> 00:02:23,199"
30-003.mp4,"I love an accent, I love it.","Oh, cute.","00:03:19,199 --> 00:03:33,199"
30-004.mp4,"Oh, cute.",Is that real?,"00:03:31,199 --> 00:03:35,199"
30-005.mp4,The sound they make when you're nailing him.,"Oh, my God.","00:04:15,199 --> 00:04:19,199"
30-006.mp4,He is deletus.,That's good.,"00:04:49,199 --> 00:04:59,199"
30-007.mp4,That's good.,I like that.,"00:04:57,199 --> 00:05:01,199"
30-008.mp4,Because he always punches people in the faith.,I like you.,"00:06:03,199 --> 00:06:17,199"
30-009.mp4,Beedeth deletus.,That's good.,"00:04:55,199 --> 00:04:59,199"
30-010.mp4,That's good.,I like that.,"00:04:57,199 --> 00:05:01,199"
30-011.mp4,Beedeth deletus.,I like this one.,"00:05:01,199 --> 00:05:05,199"
30-012.mp4,What?,A fruit roll up.,"00:07:11,199 --> 00:07:15,199"
30-013.mp4,A fruit roll up.,Oh my god.,"00:07:13,199 --> 00:07:19,199"
30-014.mp4,Oh my god.,Oh my god.,"00:07:17,199 --> 00:07:21,199"
30-015.mp4,It's right up my alley.,You laugh.,"00:08:07,199 --> 00:08:33,200"
30-016.mp4,I know.,Yeah.,"00:09:11,200 --> 00:09:17,200"
30-017.mp4,To beat the crowd?,Yeah.,"00:09:21,200 --> 00:09:27,200"
30-018.mp4,A car key doesn't turn pad on.,That was good.,"00:09:51,200 --> 00:09:57,200"
30-019.mp4,Covid-9-11.,Oh my god.,"00:10:11,200 --> 00:10:17,200"
30-020.mp4,That was a good joke.,I love.,"00:11:27,200 --> 00:11:31,200"
30-021.mp4,That was a good joke.,I love.,"00:11:27,200 --> 00:11:31,200"
30-022.mp4,That's funny. That's good.,Do do do do do do do do do.,"00:13:42,200 --> 00:13:46,200"
30-023.mp4,They were polyphonic.,That's funny. That's good.,"00:13:39,200 --> 00:13:44,200"
30-024.mp4,What did the cops say when they shot a ginger person? What?,I guess orange is the new black.,"00:14:32,200 --> 00:14:42,200"
30-025.mp4,I guess orange is the new black.,That's great. That's good.,"00:14:40,200 --> 00:14:51,200"
30-026.mp4,What happens when the Pope goes to the toilet?,Holy shit!,"00:14:33,200 --> 00:14:35,200"
31-001.mp4,Oh!,He was there!,"00:00:24,000 --> 00:00:27,000"
31-002.mp4,"You look like two shops in here, my god.",It's so funny.,"00:03:13,000 --> 00:03:16,000"
31-003.mp4,"You look like two shops in here, my god.",It's so funny.,"00:03:13,000 --> 00:03:16,000"
31-004.mp4,"I think they got confused when I said, I want to watch.",That's pretty good.,"00:03:30,000 --> 00:03:38,000"
31-005.mp4,That's pretty good.,It's really good.,"00:03:37,000 --> 00:03:39,000"
31-006.mp4,It's really good.,I love it.,"00:03:38,000 --> 00:03:40,000"
31-007.mp4,Pick a asshole.,That's good. That's a good one.,"00:04:22,000 --> 00:04:31,000"
31-008.mp4,What happened?,"Oh, it's funny.","00:04:31,000 --> 00:04:35,000"
31-009.mp4,Pick a asshole.,That's good. That's a good one.,"00:04:21,000 --> 00:04:31,000"
31-010.mp4,That's good. That's a good one.,"Oh, it's funny.","00:04:28,000 --> 00:04:35,000"
31-011.mp4,Never been laid on.,That's pretty good.,"00:06:02,000 --> 00:06:07,000"
31-012.mp4,Boo-bees.,That's funny.,"00:07:17,039 --> 00:07:20,039"
31-013.mp4,Boo-bees.,That's funny.,"00:07:11,039 --> 00:07:20,039"
31-014.mp4,A wet nose.,That's pretty funny.,"00:07:48,040 --> 00:07:54,040"
31-015.mp4,That's pretty funny.,That's great.,"00:07:50,040 --> 00:07:57,040"
31-016.mp4,That's great.,This is so much fun.,"00:07:54,040 --> 00:07:58,040"
31-017.mp4,This is so much fun.,"Yeah, I really enjoy this.","00:07:57,040 --> 00:07:59,040"
31-018.mp4,A wet nose.,That's great.,"00:07:48,040 --> 00:07:57,040"
31-019.mp4,Because Mad Cow Disease was already taken.,"Oh, my God.","00:10:24,679 --> 00:10:32,759"
31-020.mp4,"Because once he put in, he doesn't pull out.",Topical.,"00:10:36,759 --> 00:10:41,599"
31-021.mp4,Kick his sister in the jaw.,"Oh, my God.","00:10:49,120 --> 00:10:52,759"
31-022.mp4,"He was saying, selling snow white.",Not bad.,"00:11:00,599 --> 00:11:08,919"
31-023.mp4,"He was saying, selling snow white.",I really like that one.,"00:11:00,599 --> 00:11:10,279"
31-024.mp4,"So I replied, boobs.","My pun client was funny, huh?","00:11:29,199 --> 00:11:34,199"
31-025.mp4,"So I replied, boobs.","My pun client was funny, huh?","00:11:29,199 --> 00:11:34,199"
31-026.mp4,The wheelchair.,"Yeah, nice. All right, look at that one out.","00:11:50,079 --> 00:11:53,799"
31-027.mp4,South.,I did laugh.,"00:12:15,599 --> 00:12:36,799"
31-028.mp4,I did laugh.,I'm not a pervert.,"00:12:35,799 --> 00:12:37,799"
31-029.mp4,He's the only one without a boughner.,I love you together.,"00:13:32,279 --> 00:14:05,279"
31-030.mp4,I love you together.,Cheers.,"00:14:21,279 --> 00:14:24,279"
31-031.mp4,It's invisible.,"Yeah, this is great.","00:16:03,279 --> 00:16:05,279"
31-032.mp4,It's invisible.,"Yeah, this is great.","00:16:03,279 --> 00:16:04,279"
31-033.mp4,Two bees in a bottle.,That's funny.,"00:16:12,279 --> 00:16:18,279"
31-034.mp4,What do you call a woman herfuses to give head?,Hahaha.,"00:16:36,279 --> 00:16:44,279"
31-035.mp4,"I'm the only brown comedian on this fucking show, okay?","Oh my god, I'm so good.","00:17:04,279 --> 00:17:13,759"
31-036.mp4,An oba.,Hahaha.,"00:16:40,279 --> 00:16:44,279"
32-001.mp4,That's a really good one.,That's too funny.,"00:00:17,879 --> 00:00:23,400"
32-002.mp4,Because a good flush beat a full house every time.,Oh!,"00:00:54,359 --> 00:01:01,359"
32-003.mp4,"A bunch of fucking vegetables, man.",Oh!,"00:01:53,359 --> 00:01:56,359"
32-004.mp4,"A bunch of fucking vegetables, man.",Oh!,"00:01:53,359 --> 00:01:56,359"
32-005.mp4,That's a great joke.,That's a great joke.,"00:03:26,360 --> 00:03:30,360"
32-006.mp4,And get 20% off plus free international shipping when you use the promo code Yeah Mad.,Wow!,"00:04:59,360 --> 00:05:05,360"
32-007.mp4,A crib.,Good.,"00:05:42,360 --> 00:05:49,360"
32-008.mp4,Leave a plunger in a toilet.,"Oh, my God.","00:05:57,360 --> 00:06:03,360"
32-009.mp4,High five.,That's good.,"00:06:49,360 --> 00:06:54,360"
32-010.mp4,Spear parts.,Oh!,"00:07:45,360 --> 00:07:51,360"
32-011.mp4,Spear parts.,Oh!,"00:07:45,360 --> 00:07:55,360"
32-012.mp4,What time does an ISIS member go to bed?,Usually crashes around to 9-11.,"00:08:37,360 --> 00:08:42,360"
32-013.mp4,What do you call a disabled supermodel?,Hot Wheels.,"00:09:30,360 --> 00:09:36,360"
32-014.mp4,Hot Wheels.,Ha-ha-ha.,"00:09:35,360 --> 00:09:39,360"
32-015.mp4,That's a great joke.,I thought it was great. You said fart.,"00:10:25,360 --> 00:10:37,879"
32-016.mp4,He got it.,He got it.,"00:11:16,360 --> 00:11:21,360"
32-017.mp4,"Oh, I got one.","Oh, I got one.","00:12:38,360 --> 00:12:42,360"
32-018.mp4,I did it!,I did it!,"00:15:56,360 --> 00:15:58,360"
32-019.mp4,I did it!,I did it!,"00:15:56,360 --> 00:16:00,360"
33-001.mp4,They should be called sausage steels.,I love it.,"00:01:08,000 --> 00:01:16,000"
33-002.mp4,That's that dumb.,I love it.,"00:01:14,000 --> 00:01:16,000"
33-003.mp4,That's the joke.,Yay.,"00:02:58,000 --> 00:03:04,000"
33-004.mp4,That's the joke.,Yay.,"00:03:00,000 --> 00:03:04,000"
33-005.mp4,Thanks.,I loved it.,"00:02:34,000 --> 00:02:36,000"
33-006.mp4,"That's very funny, Maddie.",Thank you.,"00:05:05,000 --> 00:05:11,000"
33-007.mp4,"So when my uncle Frank died, he wanted his remains to be buried in his favourite bear mug.",His last wish was to be Frank and Stein.,"00:07:00,500 --> 00:07:12,500"
33-008.mp4,His last wish was to be Frank and Stein.,That's really good.,"00:07:07,500 --> 00:07:14,500"
33-009.mp4,I call it my nicotine passions.,I like it.,"00:08:49,500 --> 00:08:57,500"
33-010.mp4,"If we don't get the proper support, people are going to think they're nuts.",That's good.,"00:09:13,500 --> 00:09:22,500"
33-011.mp4,You put in spring water.,Oh my god.,"00:09:25,500 --> 00:09:36,500"
33-012.mp4,That's a good one.,That's still the first one as well.,"00:11:24,500 --> 00:11:30,500"
33-013.mp4,Where does someone go if they injure themselves during a game of pickle boot?,I hate that I laughed at that.,"00:11:56,500 --> 00:12:14,500"
33-014.mp4,I met a guy from North Korea and asked him what his country was like.,Well he said he can't complain.,"00:12:24,500 --> 00:12:35,500"
33-015.mp4,Well he said he can't complain.,I knew it.,"00:12:32,500 --> 00:12:41,500"
33-016.mp4,What's the difference between Batman and a black man? Batman can go out at night time without Robin.,That's a good joke.,"00:12:44,500 --> 00:13:00,500"
33-017.mp4,I got fired from my job for prank calling 911.,My boss told me it was just plain wrong.,"00:13:11,500 --> 00:13:20,500"
33-018.mp4,My boss told me it was just plain wrong.,That's a great joke.,"00:13:16,500 --> 00:13:23,500"
33-019.mp4,"A grasshopper walks into a bar and the bartender says, Hey, we've got a drink named after you.","A grasshopper says, you got a drink named Steve?","00:13:31,500 --> 00:13:40,500"
33-020.mp4,"Oh, yeah.",It was the delivery.,"00:13:45,500 --> 00:13:47,500"
33-021.mp4,Happy Father's Day.,"Oh, my fucking God.","00:14:12,500 --> 00:14:16,500"
33-022.mp4,What?,Happy Father's Day.,"00:14:11,500 --> 00:14:13,500"
33-023.mp4,You were really good.,"Oh, my God.","00:15:11,500 --> 00:15:19,500"
33-024.mp4,He's so cute.,"Oh, okay.","00:16:00,940 --> 00:16:03,279"
33-025.mp4,A creepy crawly.,Oh!,"00:17:02,460 --> 00:17:05,460"
33-026.mp4,You're up for joke to me.,You did it.,"00:18:06,460 --> 00:18:09,460"
33-027.mp4,"So Mickey Mouse gets a call from his lawyer. That tells him, Mickey, I'm sorry, you can't divorce Minnie just because she's funny.",I said she was fucking goofy.,"00:18:56,460 --> 00:19:09,460"
33-028.mp4,I said she was fucking goofy.,No!,"00:19:07,460 --> 00:19:10,460"
33-029.mp4,Does that have to laugh at that boy?,I love that boy.,"00:19:10,460 --> 00:19:15,460"
33-030.mp4,That's a great joke.,Why are there no pharmacies in Africa?,"00:19:50,460 --> 00:19:54,460"
34-001.mp4,"Alright, I'll see your chicken joke.",Yay!,"00:01:30,000 --> 00:01:34,000"
34-002.mp4,"Alright, I'll see your chicken joke.",Yay!,"00:01:30,000 --> 00:01:34,000"
