subclip_name,parent_clip,original_video,utterance_text,utterance_timestamp
1-003-014.mp4,1-003.mp4,1.mp4,"That's for sure, yeah.",0:04:39.120000 --> 0:04:40.639000
1-003-015.mp4,1-003.mp4,1.mp4,"And Marion, watching that clip",0:04:40.639000 --> 0:04:42.319000
1-003-016.mp4,1-003.mp4,1.mp4,and that could you understand the accents?,0:04:42.319000 --> 0:04:44.639000
1-003-017.mp4,1-003.mp4,1.mp4,"Nothing, not a word.",0:04:44.639000 --> 0:04:46.399000
1-003-018.mp4,1-003.mp4,1.mp4,I understood since.,0:04:46.399000 --> 0:04:49.519000
1-003-019.mp4,1-003.mp4,1.mp4,Oh.,0:04:49.519000 --> 0:04:50.319000
1-004-001.mp4,1-004.mp4,1.mp4,"But the great thing is, Ireland doesn't ever want any medal in rowing before.",0:05:43.759000 --> 0:05:47.839000
1-004-002.mp4,1-004.mp4,1.mp4,Have they?,0:05:47.839000 --> 0:05:48.879000
1-004-003.mp4,1-004.mp4,1.mp4,"No, it's all in the Olympics.",0:05:48.879000 --> 0:05:49.920000
1-004-004.mp4,1-004.mp4,1.mp4,"No, they have a few World Championship titles.",0:05:49.920000 --> 0:05:51.439000
1-004-005.mp4,1-004.mp4,1.mp4,"All right, but it's the first Olympic medal, yeah.",0:05:51.439000 --> 0:05:53.519000
1-004-006.mp4,1-004.mp4,1.mp4,Woo-hoo!,0:05:53.519000 --> 0:05:54.519000
1-007-001.mp4,1-007.mp4,1.mp4,"..I got mixed up in the wash, you know.",0:07:58 --> 0:08:00.240000
1-007-002.mp4,1-007.mp4,1.mp4,And I was wearing my mother's underwear.,0:08:00.240000 --> 0:08:02.240000
1-015-001.mp4,1-015.mp4,1.mp4,I love it.,0:09:24.399000 --> 0:09:25.399000
1-015-002.mp4,1-015.mp4,1.mp4,I only ask!,0:09:25.399000 --> 0:09:26.399000
1-017-001.mp4,1-017.mp4,1.mp4,I'm from now. I go back in Paris.,0:10:14.200000 --> 0:10:17.440000
1-017-002.mp4,1-017.mp4,1.mp4,"There's a time machine, you know?",0:10:17.440000 --> 0:10:20.440000
1-017-003.mp4,1-017.mp4,1.mp4,"It's kind of cool, and it's kind of wooding,",0:10:20.440000 --> 0:10:22.759000
1-017-004.mp4,1-017.mp4,1.mp4,and you just kind of... it's kind of awesome.,0:10:22.759000 --> 0:10:25.280000
1-027-001.mp4,1-027.mp4,1.mp4,"You were playing Gullisport. Yes, I played that.",0:13:33.519000 --> 0:13:36.480000
1-027-002.mp4,1-027.mp4,1.mp4,"No, that's great.",0:13:36.480000 --> 0:13:37.680000
1-028-001.mp4,1-028.mp4,1.mp4,You talk about your dreams and your life.,0:14:13.240000 --> 0:14:15.479000
1-028-002.mp4,1-028.mp4,1.mp4,LAUGHTER,0:14:15.479000 --> 0:14:17.479000
1-028-003.mp4,1-028.mp4,1.mp4,It's so great. It's so great.,0:14:17.519000 --> 0:14:18.840000
1-030-001.mp4,1-030.mp4,1.mp4,"Brad Pitt, also a great big fan.",0:16:51.399000 --> 0:16:53.399000
1-030-002.mp4,1-030.mp4,1.mp4,That was the best night of my life.,0:16:53.399000 --> 0:16:54.399000
1-031-001.mp4,1-031.mp4,1.mp4,That was the best night of my life.,0:16:53.399000 --> 0:16:54.399000
1-031-002.mp4,1-031.mp4,1.mp4,Yes.,0:16:54.399000 --> 0:16:55.399000
1-031-003.mp4,1-031.mp4,1.mp4,I'm happy.,0:16:55.399000 --> 0:16:57.399000
1-032-001.mp4,1-032.mp4,1.mp4,"Brad Pitt, also a great big fan.",0:16:51.399000 --> 0:16:53.399000
1-032-002.mp4,1-032.mp4,1.mp4,That was the best night of my life.,0:16:53.399000 --> 0:16:54.399000
1-032-003.mp4,1-032.mp4,1.mp4,Yes.,0:16:54.399000 --> 0:16:55.399000
1-032-004.mp4,1-032.mp4,1.mp4,I'm happy.,0:16:55.399000 --> 0:16:57.399000
1-033-001.mp4,1-033.mp4,1.mp4,"and someone went, it's Brad Pitt, and I was like, oh...",0:18:02.400000 --> 0:18:04.400000
1-033-002.mp4,1-033.mp4,1.mp4,"I'm like, you're free.",0:18:04.400000 --> 0:18:06.400000
1-033-003.mp4,1-033.mp4,1.mp4,"Yeah, exactly.",0:18:06.400000 --> 0:18:07.400000
1-033-004.mp4,1-033.mp4,1.mp4,"And I look over to the room, and he's got his paddle up.",0:18:07.400000 --> 0:18:10.400000
1-033-005.mp4,1-033.mp4,1.mp4,Brad's paddle.,0:18:10.400000 --> 0:18:11.400000
1-033-006.mp4,1-033.mp4,1.mp4,Brad's paddle.,0:18:11.400000 --> 0:18:12.400000
1-033-007.mp4,1-033.mp4,1.mp4,"Oh, did he experience?",0:18:12.400000 --> 0:18:15.400000
1-033-008.mp4,1-033.mp4,1.mp4,"No, not quite.",0:18:15.400000 --> 0:18:16.400000
1-033-009.mp4,1-033.mp4,1.mp4,"Well, it didn't work out, because the person who's friend who's my friend,",0:18:16.400000 --> 0:18:20.400000
1-033-010.mp4,1-033.mp4,1.mp4,I think it was probably all set up.,0:18:20.400000 --> 0:18:21.400000
1-033-011.mp4,1-033.mp4,1.mp4,The person who was my friend ended up doing the highest bid.,0:18:21.400000 --> 0:18:24.400000
1-033-012.mp4,1-033.mp4,1.mp4,Boo!,0:18:24.400000 --> 0:18:26.400000
1-033-013.mp4,1-033.mp4,1.mp4,My friend.,0:18:26.400000 --> 0:18:28.400000
1-033-014.mp4,1-033.mp4,1.mp4,"But yeah, I just kind of looked over with just the most insane,",0:18:30.400000 --> 0:18:33.400000
1-033-015.mp4,1-033.mp4,1.mp4,"emoji heart eyes being like, this is just the greatest moment of my life.",0:18:33.400000 --> 0:18:37.400000
1-034-001.mp4,1-034.mp4,1.mp4,The person who was my friend ended up doing the highest bid.,0:18:21.400000 --> 0:18:24.400000
1-034-002.mp4,1-034.mp4,1.mp4,Boo!,0:18:24.400000 --> 0:18:26.400000
1-034-003.mp4,1-034.mp4,1.mp4,My friend.,0:18:26.400000 --> 0:18:28.400000
1-034-004.mp4,1-034.mp4,1.mp4,"But yeah, I just kind of looked over with just the most insane,",0:18:30.400000 --> 0:18:33.400000
1-034-005.mp4,1-034.mp4,1.mp4,"emoji heart eyes being like, this is just the greatest moment of my life.",0:18:33.400000 --> 0:18:37.400000
10-001-001.mp4,10-001.mp4,10.mp4,"No, I kind of enjoy it, especially if they do it well.",0:00:17 --> 0:00:20
10-001-002.mp4,10-001.mp4,10.mp4,"So, no, it's great.",0:00:20 --> 0:00:24
10-001-003.mp4,10-001.mp4,10.mp4,I love it.,0:00:24 --> 0:00:26
10-002-001.mp4,10-002.mp4,10.mp4,"It's kind of cool, and it's kind of wooding,",0:01:20 --> 0:01:23
10-002-002.mp4,10-002.mp4,10.mp4,and you're just kind of awesome.,0:01:23 --> 0:01:25
10-003-001.mp4,10-003.mp4,10.mp4,"Yes, I played Gullisport.",0:04:36 --> 0:04:38
10-003-002.mp4,10-003.mp4,10.mp4,"No, that's great.",0:04:38 --> 0:04:39
10-004-001.mp4,10-004.mp4,10.mp4,That's my favorite scene.,0:04:40 --> 0:04:41
10-004-002.mp4,10-004.mp4,10.mp4,Was he your favorite scene?,0:04:41 --> 0:04:42
10-005-001.mp4,10-005.mp4,10.mp4,And you talk about dreams and you talk about your life.,0:05:14 --> 0:05:16
10-005-002.mp4,10-005.mp4,10.mp4,"No, no, no.",0:05:16 --> 0:05:18
10-005-003.mp4,10-005.mp4,10.mp4,It's so great.,0:05:18 --> 0:05:19
10-006-001.mp4,10-006.mp4,10.mp4,It's so great.,0:05:18 --> 0:05:19
10-006-002.mp4,10-006.mp4,10.mp4,It's so great.,0:05:19 --> 0:05:20
10-007-001.mp4,10-007.mp4,10.mp4,And you talk about dreams and you talk about your life.,0:05:14 --> 0:05:16
10-007-002.mp4,10-007.mp4,10.mp4,"No, no, no.",0:05:16 --> 0:05:18
10-007-003.mp4,10-007.mp4,10.mp4,It's so great.,0:05:18 --> 0:05:19
10-008-001.mp4,10-008.mp4,10.mp4,The tour sold out in literally two days.,0:07:11 --> 0:07:13
10-008-002.mp4,10-008.mp4,10.mp4,So you guys are amazing.,0:07:13 --> 0:07:14
10-009-001.mp4,10-009.mp4,10.mp4,Major thank you to the UK fans.,0:07:08 --> 0:07:11
10-009-002.mp4,10-009.mp4,10.mp4,The tour sold out in literally two days.,0:07:11 --> 0:07:13
10-010-001.mp4,10-010.mp4,10.mp4,is loads of cushions.,0:09:25 --> 0:09:28
10-010-002.mp4,10-010.mp4,10.mp4,My face on it.,0:09:28 --> 0:09:30
10-011-001.mp4,10-011.mp4,10.mp4,"Brad Pitt, also a big fan.",0:10:37 --> 0:10:39
10-011-002.mp4,10-011.mp4,10.mp4,That was the best night of my life.,0:10:39 --> 0:10:41
10-012-001.mp4,10-012.mp4,10.mp4,"Brad Pitt, also a big fan.",0:10:37 --> 0:10:39
10-012-002.mp4,10-012.mp4,10.mp4,That was the best night of my life.,0:10:39 --> 0:10:41
10-013-001.mp4,10-013.mp4,10.mp4,"and someone went, it's Brad Pitt, and I was like, oh...",0:11:49 --> 0:11:51
10-013-002.mp4,10-013.mp4,10.mp4,"Oh, my God.",0:11:51 --> 0:11:52
10-014-001.mp4,10-014.mp4,10.mp4,"Oh, my God.",0:11:51 --> 0:11:52
10-014-002.mp4,10-014.mp4,10.mp4,"I like it, really.",0:11:52 --> 0:11:53
10-015-001.mp4,10-015.mp4,10.mp4,"and someone went, it's Brad Pitt, and I was like, oh...",0:11:49 --> 0:11:51
10-015-002.mp4,10-015.mp4,10.mp4,"Oh, my God.",0:11:51 --> 0:11:52
10-016-001.mp4,10-016.mp4,10.mp4,emoji heart eyes being like this is just the greatest moment of my life.,0:12:21 --> 0:12:24
10-016-002.mp4,10-016.mp4,10.mp4,"Now, Olimore, you are going to be singing for us.",0:12:24 --> 0:12:28
10-016-003.mp4,10-016.mp4,10.mp4,I am.,0:12:28 --> 0:12:29
10-016-004.mp4,10-016.mp4,10.mp4,"Oh, oh, oh!",0:12:29 --> 0:12:30
10-017-001.mp4,10-017.mp4,10.mp4,We got this for you!,0:12:48.879000 --> 0:12:50.720000
10-017-002.mp4,10-017.mp4,10.mp4,Aww!,0:12:54 --> 0:12:54.559000
10-018-001.mp4,10-018.mp4,10.mp4,We got this for you!,0:12:48.879000 --> 0:12:50.720000
10-018-002.mp4,10-018.mp4,10.mp4,Aww!,0:12:54 --> 0:12:54.559000
10-019-001.mp4,10-019.mp4,10.mp4,"OK, the noises that you're making,",0:14:16.159000 --> 0:14:18.159000
10-019-002.mp4,10-019.mp4,10.mp4,could you make the noises that you might make getting,0:14:18.159000 --> 0:14:21.159000
10-019-003.mp4,10-019.mp4,10.mp4,into a hot bath?,0:14:21.159000 --> 0:14:23.159000
10-019-004.mp4,10-019.mp4,10.mp4,And that was it.,0:14:23.159000 --> 0:14:24.159000
10-019-005.mp4,10-019.mp4,10.mp4,"I was like,",0:14:24.159000 --> 0:14:25.159000
10-019-006.mp4,10-019.mp4,10.mp4,"oh, oh, oh, oh, oh, oh, oh.",0:14:25.159000 --> 0:14:31.159000
10-020-001.mp4,10-020.mp4,10.mp4,"And I said, oh, shut up, monkey feet.",0:16:12.159000 --> 0:16:14.159000
10-020-002.mp4,10-020.mp4,10.mp4,"Oh, no.",0:16:16.159000 --> 0:16:18.159000
10-023-001.mp4,10-023.mp4,10.mp4,"It's good, right? That is good.",0:17:39.160000 --> 0:17:41.160000
10-023-002.mp4,10-023.mp4,10.mp4,APPLAUSE,0:17:41.160000 --> 0:17:43.160000
10-032-001.mp4,10-032.mp4,10.mp4,"Because it's really amazing, jump together.",0:24:23.160000 --> 0:24:25.160000
10-032-002.mp4,10-032.mp4,10.mp4,I was an Abercrombie model.,0:24:25.160000 --> 0:24:27.160000
10-032-003.mp4,10-032.mp4,10.mp4,Get in.,0:24:27.160000 --> 0:24:28.160000
10-033-001.mp4,10-033.mp4,10.mp4,I was an Abercrombie model.,0:24:25.160000 --> 0:24:27.160000
10-033-002.mp4,10-033.mp4,10.mp4,Get in.,0:24:27.160000 --> 0:24:28.160000
10-034-001.mp4,10-034.mp4,10.mp4,And we got to travel all these other schools to meet women.,0:26:14.160000 --> 0:26:17.160000
10-034-002.mp4,10-034.mp4,10.mp4,What was totally dope?,0:26:17.160000 --> 0:26:18.160000
10-034-003.mp4,10-034.mp4,10.mp4,"Oh, my God.",0:26:18.160000 --> 0:26:19.160000
10-035-001.mp4,10-035.mp4,10.mp4,What was totally dope?,0:26:17.160000 --> 0:26:18.160000
10-035-002.mp4,10-035.mp4,10.mp4,"Oh, my God.",0:26:18.160000 --> 0:26:19.160000
10-035-003.mp4,10-035.mp4,10.mp4,Great plan.,0:26:19.160000 --> 0:26:20.160000
10-036-001.mp4,10-036.mp4,10.mp4,What was totally dope?,0:26:17.160000 --> 0:26:18.160000
10-036-002.mp4,10-036.mp4,10.mp4,"Oh, my God.",0:26:18.160000 --> 0:26:19.160000
10-036-003.mp4,10-036.mp4,10.mp4,Great plan.,0:26:19.160000 --> 0:26:20.160000
10-036-004.mp4,10-036.mp4,10.mp4,I'm such a fan.,0:26:20.160000 --> 0:26:22.160000
10-037-001.mp4,10-037.mp4,10.mp4,What was totally dope?,0:26:17.160000 --> 0:26:18.160000
10-037-002.mp4,10-037.mp4,10.mp4,"Oh, my God.",0:26:18.160000 --> 0:26:19.160000
10-037-003.mp4,10-037.mp4,10.mp4,Great plan.,0:26:19.160000 --> 0:26:20.160000
10-037-004.mp4,10-037.mp4,10.mp4,I'm such a fan.,0:26:20.160000 --> 0:26:22.160000
10-037-005.mp4,10-037.mp4,10.mp4,"I'm like, this is huge.",0:26:22.160000 --> 0:26:24.160000
10-038-001.mp4,10-038.mp4,10.mp4,I'm single.,0:27:06.160000 --> 0:27:07.160000
10-038-002.mp4,10-038.mp4,10.mp4,"Well, hello.",0:27:07.160000 --> 0:27:09.160000
10-039-001.mp4,10-039.mp4,10.mp4,It's a good one for sure.,0:28:07.160000 --> 0:28:08.160000
10-039-002.mp4,10-039.mp4,10.mp4,Really?,0:28:08.160000 --> 0:28:09.160000
10-039-003.mp4,10-039.mp4,10.mp4,"Oh, my God, you're so good.",0:28:09.160000 --> 0:28:10.160000
10-040-001.mp4,10-040.mp4,10.mp4,"And we're like, this is pretty exciting.",0:28:16.160000 --> 0:28:18.160000
10-040-002.mp4,10-040.mp4,10.mp4,"Yes, I love this.",0:28:18.160000 --> 0:28:19.160000
10-041-001.mp4,10-041.mp4,10.mp4,"Okay, oh, this is fantastic.",0:28:31.160000 --> 0:28:33.160000
10-041-002.mp4,10-041.mp4,10.mp4,This is fantastic.,0:28:33.160000 --> 0:28:34.160000
10-042-001.mp4,10-042.mp4,10.mp4,Really?,0:28:08.160000 --> 0:28:09.160000
10-042-002.mp4,10-042.mp4,10.mp4,"Oh, my God, you're so good.",0:28:09.160000 --> 0:28:10.160000
10-043-001.mp4,10-043.mp4,10.mp4,"And we're like, this is pretty exciting.",0:28:16.160000 --> 0:28:18.160000
10-043-002.mp4,10-043.mp4,10.mp4,"Yes, I love this.",0:28:18.160000 --> 0:28:19.160000
10-044-001.mp4,10-044.mp4,10.mp4,Just drop me from going over that way and then I can balance.,0:28:29.160000 --> 0:28:31.160000
10-044-002.mp4,10-044.mp4,10.mp4,"Okay, oh, this is fantastic.",0:28:31.160000 --> 0:28:33.160000
10-047-001.mp4,10-047.mp4,10.mp4,"but actually, it sounds very like what you did.",0:31:16 --> 0:31:20.159000
10-047-002.mp4,10-047.mp4,10.mp4,"Oh, God. Do you always do that as well?",0:31:20.159000 --> 0:31:21.679000
10-047-003.mp4,10-047.mp4,10.mp4,If you can.,0:31:21.679000 --> 0:31:22.959000
10-047-004.mp4,10-047.mp4,10.mp4,Err...,0:31:22.959000 --> 0:31:24.559000
10-047-005.mp4,10-047.mp4,10.mp4,So...,0:31:24.559000 --> 0:31:25.759000
10-047-006.mp4,10-047.mp4,10.mp4,...around...,0:31:25.759000 --> 0:31:26.759000
10-047-007.mp4,10-047.mp4,10.mp4,"Oh, my God.",0:31:26.759000 --> 0:31:28.439000
10-049-001.mp4,10-049.mp4,10.mp4,"but actually, it sounds very like what you did.",0:31:16 --> 0:31:20.159000
10-049-002.mp4,10-049.mp4,10.mp4,"Oh, God. Do you always do that as well?",0:31:20.159000 --> 0:31:21.679000
10-049-003.mp4,10-049.mp4,10.mp4,If you can.,0:31:21.679000 --> 0:31:22.959000
10-049-004.mp4,10-049.mp4,10.mp4,Err...,0:31:22.959000 --> 0:31:24.559000
10-049-005.mp4,10-049.mp4,10.mp4,So...,0:31:24.559000 --> 0:31:25.759000
10-049-006.mp4,10-049.mp4,10.mp4,...around...,0:31:25.759000 --> 0:31:26.759000
10-049-007.mp4,10-049.mp4,10.mp4,"Oh, my God.",0:31:26.759000 --> 0:31:28.439000
10-050-001.mp4,10-050.mp4,10.mp4,"You did an incredible Chubaka,",0:33:23.519000 --> 0:33:26.519000
10-050-002.mp4,10-050.mp4,10.mp4,but I'm told you also do a jaw jaw binks.,0:33:26.519000 --> 0:33:29.519000
10-052-001.mp4,10-052.mp4,10.mp4,"No, wait, that's your hand.",0:33:39.519000 --> 0:33:41.519000
10-052-002.mp4,10-052.mp4,10.mp4,"Oh, no, that's my hand.",0:33:41.519000 --> 0:33:43.519000
10-052-003.mp4,10-052.mp4,10.mp4,LAUGHTER,0:33:43.519000 --> 0:33:45.519000
10-054-001.mp4,10-054.mp4,10.mp4,"Oh, my God.",0:36:16.519000 --> 0:36:18.519000
10-054-002.mp4,10-054.mp4,10.mp4,I love it.,0:36:18.519000 --> 0:36:19.519000
10-055-001.mp4,10-055.mp4,10.mp4,"Wow, literally dumped.",0:36:21.519000 --> 0:36:23.519000
10-055-002.mp4,10-055.mp4,10.mp4,I think everyone won't have the date when you got dumped.,0:36:23.519000 --> 0:36:27.519000
10-055-003.mp4,10-055.mp4,10.mp4,Yes!,0:36:27.519000 --> 0:36:28.519000
10-056-001.mp4,10-056.mp4,10.mp4,"Oh, my God.",0:36:16.519000 --> 0:36:18.519000
10-056-002.mp4,10-056.mp4,10.mp4,I love it.,0:36:18.519000 --> 0:36:19.519000
10-057-001.mp4,10-057.mp4,10.mp4,I think everyone won't have the date when you got dumped.,0:36:23.519000 --> 0:36:27.519000
10-057-002.mp4,10-057.mp4,10.mp4,Yes!,0:36:27.519000 --> 0:36:28.519000
10-058-001.mp4,10-058.mp4,10.mp4,I've reduced the whole album.,0:36:48.519000 --> 0:36:49.519000
10-058-002.mp4,10-058.mp4,10.mp4,"Yes, sir.",0:36:49.519000 --> 0:36:50.519000
10-058-003.mp4,10-058.mp4,10.mp4,Wow.,0:36:50.519000 --> 0:36:51.519000
10-059-001.mp4,10-059.mp4,10.mp4,He was not the greatest producer in the world.,0:38:15.519000 --> 0:38:17.519000
10-059-002.mp4,10-059.mp4,10.mp4,He was the greatest producer in the world.,0:38:17.519000 --> 0:38:19.519000
10-060-001.mp4,10-060.mp4,10.mp4,"So it's like, it's like, honestly, I like, I saw this guy.",0:40:12.199000 --> 0:40:19.199000
10-060-002.mp4,10-060.mp4,10.mp4,"Yeah, it's like, I was like, I just, they did like Michael Cheat on me when he was in a",0:40:19.199000 --> 0:40:25.199000
10-060-003.mp4,10-060.mp4,10.mp4,beef heart.,0:40:25.199000 --> 0:40:26.199000
10-060-004.mp4,10-060.mp4,10.mp4,"Because he's telling me, he's like, you know, I miss you or whatever.",0:40:27.199000 --> 0:40:31.199000
10-060-005.mp4,10-060.mp4,10.mp4,"And I'm like, you miss me.",0:40:31.199000 --> 0:40:34.199000
10-060-006.mp4,10-060.mp4,10.mp4,I want my mother.,0:40:34.199000 --> 0:40:35.199000
10-060-007.mp4,10-060.mp4,10.mp4,I'm so proud of you.,0:40:35.199000 --> 0:40:37.199000
10-061-001.mp4,10-061.mp4,10.mp4,"Because he's telling me, he's like, you know, I miss you or whatever.",0:40:27.199000 --> 0:40:31.199000
10-061-002.mp4,10-061.mp4,10.mp4,"And I'm like, you miss me.",0:40:31.199000 --> 0:40:34.199000
10-061-003.mp4,10-061.mp4,10.mp4,I want my mother.,0:40:34.199000 --> 0:40:35.199000
10-061-004.mp4,10-061.mp4,10.mp4,I'm so proud of you.,0:40:35.199000 --> 0:40:37.199000
10-062-001.mp4,10-062.mp4,10.mp4,"Yeah, so, so competitive.",0:42:06.199000 --> 0:42:08.199000
10-062-002.mp4,10-062.mp4,10.mp4,Wow.,0:42:08.199000 --> 0:42:09.199000
10-063-001.mp4,10-063.mp4,10.mp4,Oh!,0:43:16.199000 --> 0:43:17.199000
10-064-001.mp4,10-064.mp4,10.mp4,"Yes, I like that.",0:43:08.199000 --> 0:43:09.199000
10-064-002.mp4,10-064.mp4,10.mp4,What's the score?,0:43:09.199000 --> 0:43:10.199000
10-064-003.mp4,10-064.mp4,10.mp4,I'm just hitting the middle.,0:43:10.199000 --> 0:43:13.199000
10-065-001.mp4,10-065.mp4,10.mp4,Oh!,0:43:16.199000 --> 0:43:17.199000
10-065-002.mp4,10-065.mp4,10.mp4,"Let me go, let me go, let me go.",0:43:17.199000 --> 0:43:21.199000
10-065-003.mp4,10-065.mp4,10.mp4,One eighty-two.,0:43:21.199000 --> 0:43:23.199000
10-066-001.mp4,10-066.mp4,10.mp4,Oh.,0:43:35.199000 --> 0:43:36.199000
10-066-002.mp4,10-066.mp4,10.mp4,That's a good one.,0:43:36.199000 --> 0:43:37.199000
10-067-001.mp4,10-067.mp4,10.mp4,Oh!,0:43:52.199000 --> 0:43:53.199000
10-067-002.mp4,10-067.mp4,10.mp4,"Oh my god, oh my god, oh my god.",0:43:53.199000 --> 0:43:56.199000
10-068-001.mp4,10-068.mp4,10.mp4,Wow!,0:43:56.199000 --> 0:43:57.199000
10-068-002.mp4,10-068.mp4,10.mp4,That's a good one.,0:43:57.199000 --> 0:43:59.199000
10-068-003.mp4,10-068.mp4,10.mp4,That's a good one.,0:43:59.199000 --> 0:44:01.199000
10-068-004.mp4,10-068.mp4,10.mp4,That's a good one.,0:44:01.199000 --> 0:44:02.199000
10-068-005.mp4,10-068.mp4,10.mp4,It's five nine four.,0:44:02.199000 --> 0:44:03.199000
10-069-001.mp4,10-069.mp4,10.mp4,Oh!,0:44:21.199000 --> 0:44:22.199000
10-069-002.mp4,10-069.mp4,10.mp4,Oh!,0:44:22.199000 --> 0:44:23.199000
10-069-003.mp4,10-069.mp4,10.mp4,Oh!,0:44:23.199000 --> 0:44:24.199000
10-069-004.mp4,10-069.mp4,10.mp4,Wow!,0:44:24.199000 --> 0:44:27.199000
10-070-001.mp4,10-070.mp4,10.mp4,"And it's him last first, Lou.",0:43:46.199000 --> 0:43:49.199000
10-070-002.mp4,10-070.mp4,10.mp4,What?,0:43:49.199000 --> 0:43:50.199000
10-070-003.mp4,10-070.mp4,10.mp4,Okay.,0:43:50.199000 --> 0:43:52.199000
10-070-004.mp4,10-070.mp4,10.mp4,Oh!,0:43:52.199000 --> 0:43:53.199000
10-071-001.mp4,10-071.mp4,10.mp4,It's five nine four to beat.,0:44:11.199000 --> 0:44:18.199000
10-071-002.mp4,10-071.mp4,10.mp4,Five nine four to beat.,0:44:18.199000 --> 0:44:19.199000
10-071-003.mp4,10-071.mp4,10.mp4,"Here we go, here we go.",0:44:19.199000 --> 0:44:21.199000
10-071-004.mp4,10-071.mp4,10.mp4,Oh!,0:44:21.199000 --> 0:44:22.199000
10-072-001.mp4,10-072.mp4,10.mp4,This is Technically Could Do.,0:45:08.199000 --> 0:45:09.199000
10-072-002.mp4,10-072.mp4,10.mp4,The World Champion.,0:45:09.199000 --> 0:45:10.199000
10-072-003.mp4,10-072.mp4,10.mp4,Oh!,0:45:10.199000 --> 0:45:11.199000
10-073-001.mp4,10-073.mp4,10.mp4,Your film comes out on February 14th.,0:45:35.199000 --> 0:45:38.199000
10-073-002.mp4,10-073.mp4,10.mp4,"Oh my God, I'm pulling teeth.",0:45:38.199000 --> 0:45:41.199000
10-074-001.mp4,10-074.mp4,10.mp4,"Oh, well, that isn't you.",0:46:13.199000 --> 0:46:15.199000
10-074-002.mp4,10-074.mp4,10.mp4,But it could be you with a leg in the air.,0:46:15.199000 --> 0:46:17.199000
10-075-001.mp4,10-075.mp4,10.mp4,but it was sort of asked to come and...,0:47:13.199000 --> 0:47:14.199000
10-075-002.mp4,10-075.mp4,10.mp4,"No, I find that.",0:47:14.199000 --> 0:47:15.199000
10-075-003.mp4,10-075.mp4,10.mp4,But I love you too.,0:47:15.199000 --> 0:47:16.199000
10-076-001.mp4,10-076.mp4,10.mp4,"torn going to be this middle age, like, 60-year-old woman.",0:49:51.199000 --> 0:49:56.199000
10-076-002.mp4,10-076.mp4,10.mp4,Screamin'.,0:49:56.199000 --> 0:49:58.199000
10-076-003.mp4,10-076.mp4,10.mp4,Jesus!,0:49:58.199000 --> 0:50:00.199000
10-076-004.mp4,10-076.mp4,10.mp4,I'm pushed or foot on the accelerator.,0:50:00.199000 --> 0:50:03.199000
10-076-005.mp4,10-076.mp4,10.mp4,I'm just doing a little post.,0:50:03.199000 --> 0:50:05.199000
10-076-006.mp4,10-076.mp4,10.mp4,Oh!,0:50:05.199000 --> 0:50:07.199000
11-001-001.mp4,11-001.mp4,11.mp4,I invested in vitamin water a company sold a Coca-Cola,0:08:57 --> 0:09:01
11-001-002.mp4,11-001.mp4,11.mp4,"Did pretty well, but you made was at a hundred million. They're pretty good",0:09:01.280000 --> 0:09:05.680000
11-002-001.mp4,11-002.mp4,11.mp4,"Did pretty well, but you made was at a hundred million. They're pretty good",0:09:01.280000 --> 0:09:05.680000
11-002-002.mp4,11-002.mp4,11.mp4,That's,0:09:05.679000 --> 0:09:07.679000
