timestamp_range,cause_text,emotion_text
"00:43:16,199 --> 00:43:17,199",Turn around.,Oh!
"00:43:08,199 --> 00:43:13,199","Yes, I like that.",I'm just hitting the middle.
"00:43:16,199 --> 00:43:23,199",Oh!,One eighty-two.
"00:43:35,199 --> 00:43:37,199",Oh.,That's a good one.
"00:43:52,199 --> 00:43:56,199",Oh!,"Oh my god, oh my god, oh my god."
"00:43:56,199 --> 00:44:03,199",Wow!,It's five nine four.
"00:44:21,199 --> 00:44:27,199",Oh!,Wow!
"00:43:46,199 --> 00:43:53,199","And it's him last first, Lou.",Oh!
"00:44:11,199 --> 00:44:22,199",It's five nine four to beat.,Oh!
"00:45:08,199 --> 00:45:11,199",This is Technically Could Do. The World Champion.,Oh!
"00:45:35,199 --> 00:45:41,199",Your film comes out on February 14th.,"Oh my God, I'm pulling teeth."
"00:46:13,199 --> 00:46:17,199","Oh, well, that isn't you.",But it could be you with a leg in the air.
"00:47:13,199 --> 00:47:16,199",but it was sort of asked to come and...,But I love you too.
"00:49:51,199 --> 00:50:07,199","I got, which was my boyfriend, torn going to be this middle age, like, 60-year-old woman.",Oh!
