subclip_name,parent_clip,original_video,utterance_text,utterance_timestamp
22-004-005.mp4,22-004.mp4,22.mp4,Holy moly!,0:00:38 --> 0:00:39
22-005-001.mp4,22-005.mp4,22.mp4,They said she had a mean flow.,0:03:55 --> 0:03:57
22-005-002.mp4,22-005.mp4,22.mp4,I like that one.,0:04:00 --> 0:04:02
22-006-001.mp4,22-006.mp4,22.mp4,Because the white guy actually did it?,0:04:23 --> 0:04:26
22-006-002.mp4,22-006.mp4,22.mp4,Oh.,0:04:26 --> 0:04:28
22-007-001.mp4,22-007.mp4,22.mp4,It's when the devil tells the priest to get out of the child.,0:05:12 --> 0:05:16
22-007-002.mp4,22-007.mp4,22.mp4,Oh.,0:05:18 --> 0:05:19
22-008-001.mp4,22-008.mp4,22.mp4,One sharks between here and fish her with two.,0:06:34 --> 0:06:38
22-008-002.mp4,22-008.mp4,22.mp4,"Yeah, see if you got it!",0:06:40 --> 0:06:42
22-008-003.mp4,22-008.mp4,22.mp4,Yeah!,0:06:42 --> 0:06:43
22-009-001.mp4,22-009.mp4,22.mp4,One sharks between here and fish her with two.,0:06:34 --> 0:06:38
22-009-002.mp4,22-009.mp4,22.mp4,"Yeah, see if you got it!",0:06:40 --> 0:06:42
22-009-003.mp4,22-009.mp4,22.mp4,Yeah!,0:06:42 --> 0:06:43
22-010-001.mp4,22-010.mp4,22.mp4,Mm-hmm.,0:08:55 --> 0:08:57
22-010-002.mp4,22-010.mp4,22.mp4,It's clever.,0:08:57 --> 0:08:59
22-011-001.mp4,22-011.mp4,22.mp4,"I wanted to say, if you just need to be resting and be bee on your belly.",0:09:56 --> 0:09:59
22-011-002.mp4,22-011.mp4,22.mp4,"Yeah, be good, it's so good.",0:09:59 --> 0:10:01
22-012-001.mp4,22-012.mp4,22.mp4,You like that one?,0:12:42 --> 0:12:44
22-012-002.mp4,22-012.mp4,22.mp4,"Yeah, nice one.",0:12:44 --> 0:12:46
22-013-001.mp4,22-013.mp4,22.mp4,Via lockdown.,0:13:39 --> 0:13:41
22-013-002.mp4,22-013.mp4,22.mp4,"Oh, it's like LinkedIn.",0:13:42 --> 0:13:44
22-014-001.mp4,22-014.mp4,22.mp4,In a whole house or a whole house?,0:13:57 --> 0:13:59
22-014-002.mp4,22-014.mp4,22.mp4,A whole house.,0:13:59 --> 0:14:00
22-014-003.mp4,22-014.mp4,22.mp4,Gotcha.,0:14:00 --> 0:14:01
22-014-004.mp4,22-014.mp4,22.mp4,Brothel sprouts.,0:14:01 --> 0:14:03
22-015-001.mp4,22-015.mp4,22.mp4,Brothel sprouts.,0:14:01 --> 0:14:03
22-015-002.mp4,22-015.mp4,22.mp4,That's good.,0:14:11 --> 0:14:12
22-016-001.mp4,22-016.mp4,22.mp4,"Thank you, Shar, though, because that was a love apparently.",0:14:40 --> 0:14:43
22-016-002.mp4,22-016.mp4,22.mp4,That was funny.,0:14:43 --> 0:14:45
22-017-001.mp4,22-017.mp4,22.mp4,Loading the dishwasher.,0:15:26 --> 0:15:28
22-017-002.mp4,22-017.mp4,22.mp4,Loading the dishwasher.,0:15:32 --> 0:15:34
22-017-003.mp4,22-017.mp4,22.mp4,That's not funny.,0:15:34 --> 0:15:36
22-018-001.mp4,22-018.mp4,22.mp4,That's not funny.,0:15:34 --> 0:15:36
22-018-002.mp4,22-018.mp4,22.mp4,We run that.,0:15:36 --> 0:15:38
22-018-003.mp4,22-018.mp4,22.mp4,That's terrible.,0:15:38 --> 0:15:40
22-019-001.mp4,22-019.mp4,22.mp4,That's terrible.,0:15:38 --> 0:15:40
22-019-002.mp4,22-019.mp4,22.mp4,What's the difference between Disney and porn?,0:15:47 --> 0:15:49
22-019-003.mp4,22-019.mp4,22.mp4,"Oh, what is it?",0:15:49 --> 0:15:51
22-019-004.mp4,22-019.mp4,22.mp4,Disney teaches you to hate your stepmother.,0:15:51 --> 0:15:53
22-019-005.mp4,22-019.mp4,22.mp4,I love stepmother porn.,0:15:53 --> 0:15:56
23-001-001.mp4,23-001.mp4,23.mp4,"OK, well, cheers to my funny joke.",0:01:27.599000 --> 0:01:30.599000
23-001-002.mp4,23-001.mp4,23.mp4,Cheers to you.,0:01:30.599000 --> 0:01:31.599000
23-001-003.mp4,23-001.mp4,23.mp4,Um...,0:01:31.599000 --> 0:01:33.599000
23-002-001.mp4,23-002.mp4,23.mp4,...saying he could disappear by counting to three.,0:01:35.599000 --> 0:01:38.599000
23-002-002.mp4,23-002.mp4,23.mp4,Who knows?,0:01:38.599000 --> 0:01:40.599000
23-002-003.mp4,23-002.mp4,23.mp4,Poo!,0:01:40.599000 --> 0:01:42.599000
23-003-001.mp4,23-003.mp4,23.mp4,So why wouldn't they let the dog in the UFC?,0:03:50.599000 --> 0:03:53.599000
23-003-002.mp4,23-003.mp4,23.mp4,Because his bark was worse than his bite.,0:03:55.599000 --> 0:03:57.599000
23-004-001.mp4,23-004.mp4,23.mp4,So why wouldn't they let the dog in the UFC?,0:03:50.599000 --> 0:03:53.599000
23-004-002.mp4,23-004.mp4,23.mp4,Because his bark was worse than his bite.,0:03:55.599000 --> 0:03:57.599000
23-004-003.mp4,23-004.mp4,23.mp4,"Everyone's like, I didn't kill it.",0:04:02.599000 --> 0:04:04.599000
23-005-001.mp4,23-005.mp4,23.mp4,Have you seen the movie about a little fish with cancer?,0:06:46.600000 --> 0:06:48.600000
23-005-002.mp4,23-005.mp4,23.mp4,Finding chemo.,0:06:49.600000 --> 0:06:50.600000
23-005-003.mp4,23-005.mp4,23.mp4,I had that so bad!,0:06:53.600000 --> 0:06:55.600000
23-006-001.mp4,23-006.mp4,23.mp4,That was great.,0:07:47.600000 --> 0:07:48.600000
23-006-002.mp4,23-006.mp4,23.mp4,"Okay, class members say what?",0:07:51.600000 --> 0:07:53.600000
23-006-003.mp4,23-006.mp4,23.mp4,"Okay, sorry.",0:07:54.600000 --> 0:07:56.600000
23-006-004.mp4,23-006.mp4,23.mp4,"All right, all right.",0:07:56.600000 --> 0:07:58.600000
23-006-005.mp4,23-006.mp4,23.mp4,I just want to let the record show...,0:07:59.600000 --> 0:08:01.600000
23-006-006.mp4,23-006.mp4,23.mp4,I did not laugh at that one.,0:08:01.600000 --> 0:08:03.600000
23-006-007.mp4,23-006.mp4,23.mp4,"No, I thought that was a pretty average.",0:08:03.600000 --> 0:08:05.600000
23-006-008.mp4,23-006.mp4,23.mp4,What did you...,0:08:05.600000 --> 0:08:06.600000
23-006-009.mp4,23-006.mp4,23.mp4,Did you not get it?,0:08:06.600000 --> 0:08:07.600000
23-006-010.mp4,23-006.mp4,23.mp4,That was so great!,0:08:13.600000 --> 0:08:14.600000
23-007-001.mp4,23-007.mp4,23.mp4,That was so great!,0:08:13.600000 --> 0:08:14.600000
23-007-002.mp4,23-007.mp4,23.mp4,"Yeah, you held that so well.",0:08:14.600000 --> 0:08:16.600000
23-007-003.mp4,23-007.mp4,23.mp4,I was so surprised.,0:08:16.600000 --> 0:08:17.600000
23-008-001.mp4,23-008.mp4,23.mp4,That was so great!,0:08:13.600000 --> 0:08:14.600000
23-008-002.mp4,23-008.mp4,23.mp4,"Yeah, you held that so well.",0:08:14.600000 --> 0:08:16.600000
23-008-003.mp4,23-008.mp4,23.mp4,I was so surprised.,0:08:16.600000 --> 0:08:17.600000
23-009-001.mp4,23-009.mp4,23.mp4,Holy shit!,0:11:21.600000 --> 0:11:23.600000
23-009-002.mp4,23-009.mp4,23.mp4,"I'm sorry, but that was fun.",0:11:24.600000 --> 0:11:26.600000
23-010-001.mp4,23-010.mp4,23.mp4,What type of bus crossed the ocean?,0:11:37.600000 --> 0:11:39.600000
23-010-002.mp4,23-010.mp4,23.mp4,What?,0:11:39.600000 --> 0:11:40.600000
23-010-003.mp4,23-010.mp4,23.mp4,Columbus.,0:11:40.600000 --> 0:11:41.600000
23-010-004.mp4,23-010.mp4,23.mp4,Columbus.,0:11:42.600000 --> 0:11:43.600000
23-010-005.mp4,23-010.mp4,23.mp4,"That's... that's it. That's still the bus, boss.",0:11:45.600000 --> 0:11:47.600000
23-011-001.mp4,23-011.mp4,23.mp4,You're just winning.,0:14:20.600000 --> 0:14:21.600000
23-011-002.mp4,23-011.mp4,23.mp4,Do you know what that is now?,0:14:24.600000 --> 0:14:26.600000
23-011-003.mp4,23-011.mp4,23.mp4,I can't.,0:14:26.600000 --> 0:14:27.600000
23-012-001.mp4,23-012.mp4,23.mp4,Clam media.,0:14:41.600000 --> 0:14:43.600000
23-012-002.mp4,23-012.mp4,23.mp4,They also can get...,0:14:45.600000 --> 0:14:48.600000
23-012-003.mp4,23-012.mp4,23.mp4,Hepatitis C...,0:14:49.600000 --> 0:14:51.600000
23-012-004.mp4,23-012.mp4,23.mp4,"...and also, murm aids.",0:14:54.600000 --> 0:14:56.600000
23-012-005.mp4,23-012.mp4,23.mp4,Um...,0:14:58.600000 --> 0:15:00.600000
23-013-001.mp4,23-013.mp4,23.mp4,"And then he comes on and gives the worst, best performance ever.",0:16:21.600000 --> 0:16:25.600000
23-013-002.mp4,23-013.mp4,23.mp4,Oh my god.,0:16:26.600000 --> 0:16:27.600000
23-014-001.mp4,23-014.mp4,23.mp4,"Hey, welcome.",0:19:52.599000 --> 0:19:53.599000
23-014-002.mp4,23-014.mp4,23.mp4,Go Payton!,0:19:56.599000 --> 0:19:58.599000
24-001-001.mp4,24-001.mp4,24.mp4,"It's good to see you, man.",0:00:32 --> 0:00:33
24-001-002.mp4,24-001.mp4,24.mp4,Likewise.,0:00:33 --> 0:00:34
24-002-001.mp4,24-002.mp4,24.mp4,I changed.,0:01:16 --> 0:01:17
24-002-002.mp4,24-002.mp4,24.mp4,Whoa!,0:01:17 --> 0:01:18
24-003-001.mp4,24-003.mp4,24.mp4,so you can keep up with the movies and TV shows that you enjoy.,0:02:46 --> 0:02:49
24-003-002.mp4,24-003.mp4,24.mp4,That's amazing.,0:02:49 --> 0:02:50
24-004-001.mp4,24-004.mp4,24.mp4,"Because every time they get a corner, they open a restaurant.",0:04:55 --> 0:04:59
24-004-002.mp4,24-004.mp4,24.mp4,"You know, like...",0:05:01 --> 0:05:03
24-005-001.mp4,24-005.mp4,24.mp4,"I'm not a Ching Chong, right?",0:07:01 --> 0:07:03
24-005-002.mp4,24-005.mp4,24.mp4,What?,0:07:03 --> 0:07:04
24-005-003.mp4,24-005.mp4,24.mp4,What are you calling?,0:07:04 --> 0:07:05
24-005-004.mp4,24-005.mp4,24.mp4,Filming!,0:07:05 --> 0:07:06
24-006-001.mp4,24-006.mp4,24.mp4,Filming!,0:07:05 --> 0:07:06
24-006-002.mp4,24-006.mp4,24.mp4,Oh!,0:07:06 --> 0:07:07
24-007-001.mp4,24-007.mp4,24.mp4,"Huh, that's a good deal.",0:08:00 --> 0:08:02
24-007-002.mp4,24-007.mp4,24.mp4,"So I traded in my Rolex,",0:08:02 --> 0:08:04
24-008-001.mp4,24-008.mp4,24.mp4,I thought she was joking.,0:08:35 --> 0:08:37
24-008-002.mp4,24-008.mp4,24.mp4,Yeah.,0:08:37 --> 0:08:38
24-009-001.mp4,24-009.mp4,24.mp4,But then I saw her face.,0:08:38 --> 0:08:40
24-009-002.mp4,24-009.mp4,24.mp4,And I'm a believer.,0:08:40 --> 0:08:43
24-010-001.mp4,24-010.mp4,24.mp4,"Ellen, would you believe the doctor told me I had to stop masturbating?",0:09:07 --> 0:09:11
24-010-002.mp4,24-010.mp4,24.mp4,"I said, why doctor?",0:09:11 --> 0:09:12
24-010-003.mp4,24-010.mp4,24.mp4,"And he said, because I'm trying to examine you.",0:09:12 --> 0:09:15
24-011-001.mp4,24-011.mp4,24.mp4,Why are chickens so funny?,0:11:25 --> 0:11:27
24-011-002.mp4,24-011.mp4,24.mp4,Why?,0:11:27 --> 0:11:29
24-011-003.mp4,24-011.mp4,24.mp4,Why?,0:11:29 --> 0:11:31
24-011-004.mp4,24-011.mp4,24.mp4,Because!,0:11:31 --> 0:11:33
24-011-005.mp4,24-011.mp4,24.mp4,"Oh, yeah, yeah.",0:11:33 --> 0:11:35
24-011-006.mp4,24-011.mp4,24.mp4,Nice.,0:11:35 --> 0:11:37
24-012-001.mp4,24-012.mp4,24.mp4,Are you a pothole?,0:11:57 --> 0:11:59
24-012-002.mp4,24-012.mp4,24.mp4,"That was great, I think.",0:11:59 --> 0:12:01
24-013-001.mp4,24-013.mp4,24.mp4,"That's funny, Steve.",0:12:13 --> 0:12:15
24-013-002.mp4,24-013.mp4,24.mp4,"I just wanted to know, I wasn't going to talk to him once I started doing this.",0:12:15 --> 0:12:19
24-013-003.mp4,24-013.mp4,24.mp4,Just make sure that.,0:12:19 --> 0:12:21
24-013-004.mp4,24-013.mp4,24.mp4,"The cat says otherwise, I mean.",0:12:21 --> 0:12:25
24-013-005.mp4,24-013.mp4,24.mp4,"Hammer's new special, it should be called Oranges the New Hack.",0:12:25 --> 0:12:31
24-013-006.mp4,24-013.mp4,24.mp4,That's a good idea.,0:12:31 --> 0:12:33
24-014-001.mp4,24-014.mp4,24.mp4,"Yeah, I could tell.",0:13:39 --> 0:13:41
24-014-002.mp4,24-014.mp4,24.mp4,Because they're good.,0:13:41 --> 0:13:43
24-015-001.mp4,24-015.mp4,24.mp4,Because they're good.,0:13:41 --> 0:13:43
24-015-002.mp4,24-015.mp4,24.mp4,How can you tell if your wife is dead?,0:13:43 --> 0:13:47
24-015-003.mp4,24-015.mp4,24.mp4,I don't know how.,0:13:47 --> 0:13:49
24-015-004.mp4,24-015.mp4,24.mp4,"The sex is the same, but the dishes start to pile up.",0:13:49 --> 0:13:53
24-016-001.mp4,24-016.mp4,24.mp4,That's so much.,0:15:52 --> 0:15:55
24-016-002.mp4,24-016.mp4,24.mp4,That's so good.,0:15:55 --> 0:15:58
24-017-001.mp4,24-017.mp4,24.mp4,Quiet horse.,0:18:13 --> 0:18:14
24-017-002.mp4,24-017.mp4,24.mp4,Quiet horse who?,0:18:14 --> 0:18:17
24-017-003.mp4,24-017.mp4,24.mp4,That's great.,0:18:17 --> 0:18:21
24-018-001.mp4,24-018.mp4,24.mp4,Quiet horse who?,0:18:14 --> 0:18:17
24-018-002.mp4,24-018.mp4,24.mp4,That's great.,0:18:17 --> 0:18:21
24-019-001.mp4,24-019.mp4,24.mp4,"For anyone who missed that, I'll just broke the chair by being fat.",0:20:30 --> 0:20:41
24-019-002.mp4,24-019.mp4,24.mp4,"Oh, my God.",0:20:41 --> 0:20:44
24-020-001.mp4,24-020.mp4,24.mp4,Talk about transistor radio.,0:22:50 --> 0:22:55
24-020-002.mp4,24-020.mp4,24.mp4,"Wow, you really have a knack of playing with words amazing.",0:22:56 --> 0:23:02
24-021-001.mp4,24-021.mp4,24.mp4,You were in the video.,0:24:19 --> 0:24:21
24-021-002.mp4,24-021.mp4,24.mp4,Diffin' Abby. Are you serious?,0:24:21 --> 0:24:24
24-022-001.mp4,24-022.mp4,24.mp4,He's where I write myself.,0:25:39 --> 0:25:41
24-022-002.mp4,24-022.mp4,24.mp4,Yeah!,0:25:41 --> 0:25:43
24-023-001.mp4,24-023.mp4,24.mp4,What did the Terminator say at the grocery store,0:25:51 --> 0:25:56
24-023-002.mp4,24-023.mp4,24.mp4,when someone asked for help finding the milk?,0:25:56 --> 0:25:59
24-023-003.mp4,24-023.mp4,24.mp4,What?,0:25:59 --> 0:26:00
24-023-004.mp4,24-023.mp4,24.mp4,I'll be back.,0:26:00 --> 0:26:02
24-023-005.mp4,24-023.mp4,24.mp4,Oh!,0:26:02 --> 0:26:04
24-024-001.mp4,24-024.mp4,24.mp4,What did the Terminator say at the grocery store,0:25:51 --> 0:25:56
24-024-002.mp4,24-024.mp4,24.mp4,when someone asked for help finding the milk?,0:25:56 --> 0:25:59
24-024-003.mp4,24-024.mp4,24.mp4,What?,0:25:59 --> 0:26:00
24-024-004.mp4,24-024.mp4,24.mp4,I'll be back.,0:26:00 --> 0:26:02
24-024-005.mp4,24-024.mp4,24.mp4,Oh!,0:26:02 --> 0:26:04
24-024-006.mp4,24-024.mp4,24.mp4,Oh!,0:26:04 --> 0:26:06
24-025-001.mp4,24-025.mp4,24.mp4,What did the Terminator say at the grocery store,0:25:51 --> 0:25:56
24-025-002.mp4,24-025.mp4,24.mp4,when someone asked for help finding the milk?,0:25:56 --> 0:25:59
24-025-003.mp4,24-025.mp4,24.mp4,What?,0:25:59 --> 0:26:00
24-025-004.mp4,24-025.mp4,24.mp4,I'll be back.,0:26:00 --> 0:26:02
24-025-005.mp4,24-025.mp4,24.mp4,Oh!,0:26:02 --> 0:26:04
24-025-006.mp4,24-025.mp4,24.mp4,Oh!,0:26:04 --> 0:26:06
24-025-007.mp4,24-025.mp4,24.mp4,Oh!,0:26:06 --> 0:26:08
24-026-001.mp4,24-026.mp4,24.mp4,Because he's smashing balls.,0:28:31 --> 0:28:35
24-026-002.mp4,24-026.mp4,24.mp4,I want you to drink that and I want you to think about what you've done today.,0:28:42 --> 0:28:47
24-026-003.mp4,24-026.mp4,24.mp4,"That's it, right?",0:28:47 --> 0:28:50
24-026-004.mp4,24-026.mp4,24.mp4,Better ending.,0:28:50 --> 0:28:53
24-026-005.mp4,24-026.mp4,24.mp4,What do you think is gonna be a better ending?,0:28:53 --> 0:28:56
24-026-006.mp4,24-026.mp4,24.mp4,It's great ending.,0:28:56 --> 0:28:58
24-026-007.mp4,24-026.mp4,24.mp4,Turn me off.,0:28:58 --> 0:29:00
24-026-008.mp4,24-026.mp4,24.mp4,Oh.,0:29:00 --> 0:29:02
24-026-009.mp4,24-026.mp4,24.mp4,Oh my god.,0:29:02 --> 0:29:05
24-027-001.mp4,24-027.mp4,24.mp4,He's so funny.,0:27:51 --> 0:27:53
24-027-002.mp4,24-027.mp4,24.mp4,"Uh, Jada.",0:27:59 --> 0:28:01
24-027-003.mp4,24-027.mp4,24.mp4,"Sleepy Joe, sleepy Joe.",0:28:11 --> 0:28:13
24-027-004.mp4,24-027.mp4,24.mp4,Why is a threesome...,0:28:13 --> 0:28:16
24-027-005.mp4,24-027.mp4,24.mp4,Why is a threesome with two Thai girls...,0:28:21 --> 0:28:24
24-027-006.mp4,24-027.mp4,24.mp4,...like Wendy Mulanari?,0:28:24 --> 0:28:26
24-027-007.mp4,24-027.mp4,24.mp4,Why?,0:28:27 --> 0:28:29
24-027-008.mp4,24-027.mp4,24.mp4,Because he's smashing balls.,0:28:31 --> 0:28:35
24-027-009.mp4,24-027.mp4,24.mp4,I want you to drink that and I want you to think about what you've done today.,0:28:42 --> 0:28:47
24-027-010.mp4,24-027.mp4,24.mp4,"That's it, right?",0:28:47 --> 0:28:50
24-027-011.mp4,24-027.mp4,24.mp4,Better ending.,0:28:50 --> 0:28:53
24-027-012.mp4,24-027.mp4,24.mp4,What do you think is gonna be a better ending?,0:28:53 --> 0:28:56
24-027-013.mp4,24-027.mp4,24.mp4,It's great ending.,0:28:56 --> 0:28:58
24-027-014.mp4,24-027.mp4,24.mp4,Turn me off.,0:28:58 --> 0:29:00
24-027-015.mp4,24-027.mp4,24.mp4,Oh.,0:29:00 --> 0:29:02
24-027-016.mp4,24-027.mp4,24.mp4,Oh my god.,0:29:02 --> 0:29:05
25-005-001.mp4,25-005.mp4,25.mp4,That was pretty good. That was good. That was good.,0:03:28.479000 --> 0:03:30.479000
25-005-002.mp4,25-005.mp4,25.mp4,Yeah.,0:03:30.479000 --> 0:03:32.479000
25-006-001.mp4,25-006.mp4,25.mp4,"And she went, thanks for the bag, Dad.",0:03:45.479000 --> 0:03:48.479000
25-006-002.mp4,25-006.mp4,25.mp4,Oh!,0:03:48.479000 --> 0:03:50.479000
25-007-001.mp4,25-007.mp4,25.mp4,Oh!,0:03:48.479000 --> 0:03:50.479000
25-007-002.mp4,25-007.mp4,25.mp4,That was so good.,0:03:50.479000 --> 0:03:52.479000
25-008-001.mp4,25-008.mp4,25.mp4,What?,0:04:24.480000 --> 0:04:25.480000
25-008-002.mp4,25-008.mp4,25.mp4,The seat.,0:04:25.480000 --> 0:04:26.480000
25-008-003.mp4,25-008.mp4,25.mp4,"Oh, yes, yes.",0:04:26.480000 --> 0:04:28.480000
25-009-001.mp4,25-009.mp4,25.mp4,What?,0:04:24.480000 --> 0:04:25.480000
25-009-002.mp4,25-009.mp4,25.mp4,The seat.,0:04:25.480000 --> 0:04:26.480000
25-010-001.mp4,25-010.mp4,25.mp4,The seat.,0:04:25.480000 --> 0:04:26.480000
25-010-002.mp4,25-010.mp4,25.mp4,"Oh, yes, yes.",0:04:26.480000 --> 0:04:28.480000
25-011-001.mp4,25-011.mp4,25.mp4,Non binary.,0:04:45.480000 --> 0:04:47.480000
25-011-002.mp4,25-011.mp4,25.mp4,That's good.,0:04:47.480000 --> 0:04:50.480000
25-012-001.mp4,25-012.mp4,25.mp4,You had a four-kilo four-skit.,0:05:40.480000 --> 0:05:43.480000
25-012-002.mp4,25-012.mp4,25.mp4,"Oh, thank you.",0:05:43.480000 --> 0:05:45.480000
25-013-001.mp4,25-013.mp4,25.mp4,"Oh, thank you.",0:05:43.480000 --> 0:05:45.480000
25-013-002.mp4,25-013.mp4,25.mp4,"It's four kilos, but it's very small.",0:05:45.480000 --> 0:05:48.480000
25-014-001.mp4,25-014.mp4,25.mp4,It was a shitsoo.,0:07:44.480000 --> 0:07:47.480000
25-014-002.mp4,25-014.mp4,25.mp4,"Yeah, I got to take that.",0:07:47.480000 --> 0:07:49.480000
25-015-001.mp4,25-015.mp4,25.mp4,It was a shitsoo.,0:07:44.480000 --> 0:07:47.480000
25-015-002.mp4,25-015.mp4,25.mp4,"Yeah, I got to take that.",0:07:47.480000 --> 0:07:49.480000
25-015-003.mp4,25-015.mp4,25.mp4,I'll take that.,0:07:49.480000 --> 0:07:50.480000
25-016-001.mp4,25-016.mp4,25.mp4,It was a shitsoo.,0:07:44.480000 --> 0:07:47.480000
25-016-002.mp4,25-016.mp4,25.mp4,"Yeah, I got to take that.",0:07:47.480000 --> 0:07:49.480000
25-016-003.mp4,25-016.mp4,25.mp4,I'll take that.,0:07:49.480000 --> 0:07:50.480000
25-016-004.mp4,25-016.mp4,25.mp4,That's good.,0:07:50.480000 --> 0:07:51.480000
25-017-001.mp4,25-017.mp4,25.mp4,I'm back baby.,0:08:08.480000 --> 0:08:09.480000
25-017-002.mp4,25-017.mp4,25.mp4,Oh yeah.,0:08:09.480000 --> 0:08:10.480000
25-018-001.mp4,25-018.mp4,25.mp4,He's back baby.,0:08:49.480000 --> 0:08:51.480000
25-019-001.mp4,25-019.mp4,25.mp4,He's not allowed any bishops.,0:08:47.480000 --> 0:08:49.480000
25-019-002.mp4,25-019.mp4,25.mp4,He's back baby.,0:08:49.480000 --> 0:08:51.480000
25-019-003.mp4,25-019.mp4,25.mp4,Yeah.,0:08:51.480000 --> 0:08:52.480000
25-019-004.mp4,25-019.mp4,25.mp4,That's a pretty good joke.,0:08:52.480000 --> 0:08:53.480000
25-020-001.mp4,25-020.mp4,25.mp4,I guess I winged the Wong number.,0:10:38.840000 --> 0:10:41.600000
25-020-002.mp4,25-020.mp4,25.mp4,"Oh, Jesus Christ.",0:10:41.600000 --> 0:10:43.560000
25-020-003.mp4,25-020.mp4,25.mp4,"That was so funny, man.",0:10:44.559000 --> 0:10:46.559000
25-021-001.mp4,25-021.mp4,25.mp4,"That was so funny, man.",0:10:44.559000 --> 0:10:46.559000
25-021-002.mp4,25-021.mp4,25.mp4,That was good.,0:10:46.559000 --> 0:10:48.559000
25-022-001.mp4,25-022.mp4,25.mp4,That was good.,0:10:46.559000 --> 0:10:48.559000
25-022-002.mp4,25-022.mp4,25.mp4,That was all act out.,0:10:48.559000 --> 0:10:50.559000
25-022-003.mp4,25-022.mp4,25.mp4,"That was really good, man.",0:10:50.559000 --> 0:10:53.559000
25-023-001.mp4,25-023.mp4,25.mp4,"That was really good, man.",0:10:50.559000 --> 0:10:53.559000
25-023-002.mp4,25-023.mp4,25.mp4,That was amazing.,0:10:53.559000 --> 0:10:54.559000
25-024-001.mp4,25-024.mp4,25.mp4,You loved it.,0:10:57.559000 --> 0:10:58.559000
25-024-002.mp4,25-024.mp4,25.mp4,I loved it because we were so dumb.,0:10:58.559000 --> 0:11:00.559000
25-025-001.mp4,25-025.mp4,25.mp4,I guess I winged the Wong number.,0:10:38.840000 --> 0:10:41.600000
25-025-002.mp4,25-025.mp4,25.mp4,"Oh, Jesus Christ.",0:10:41.600000 --> 0:10:43.560000
25-025-003.mp4,25-025.mp4,25.mp4,"That was so funny, man.",0:10:44.559000 --> 0:10:46.559000
25-026-001.mp4,25-026.mp4,25.mp4,I loved it because we were so dumb.,0:10:58.559000 --> 0:11:00.559000
25-026-002.mp4,25-026.mp4,25.mp4,I'm sorry.,0:11:00.559000 --> 0:11:01.559000
25-026-003.mp4,25-026.mp4,25.mp4,You were a funny girl.,0:11:01.559000 --> 0:11:03.559000
25-026-004.mp4,25-026.mp4,25.mp4,LAUGHTER,0:11:03.559000 --> 0:11:06.559000
25-026-005.mp4,25-026.mp4,25.mp4,No.,0:11:06.559000 --> 0:11:07.559000
25-026-006.mp4,25-026.mp4,25.mp4,That was cool.,0:11:07.559000 --> 0:11:08.559000
25-027-001.mp4,25-027.mp4,25.mp4,Michael Phelps can finish a race.,0:11:14.559000 --> 0:11:17.559000
25-027-002.mp4,25-027.mp4,25.mp4,"Oh, my God.",0:11:17.559000 --> 0:11:19.559000
25-028-001.mp4,25-028.mp4,25.mp4,You said I touch kids with their own hands.,0:12:48.559000 --> 0:12:51.559000
